kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,irsaliye_tarihi,uts_no
OTOKLAV,DMO,2022/282,9/30/2022,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA SİNCAN DR. NAFİZ KÖREZ DEVLET HASTANESİ,ANKARA,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI ,840 LT,2022/01-105, 65 GÜN ,12/4/2022,,
OTOKLAV,DMO,2022/283,10/4/2022,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL PROF. DR. CEMİL TAŞÇIOĞLU ŞEHİR HASTANESİ,İSTANBUL,GOLDBERG 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI ,840 LT,2022/01-106, 65 GÜN ,12/8/2022,,
OTOKLAV,YURTDIŞI,2022/284,6/18/2022,NICU,ROMANYA,ROMANYA,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2022/01-040,,6/12/2022,,
OTOKLAV,DMO,2022/287,6/27/2022,DMO DİYARBAKIR İRTİBAT BÜROSU,ŞIRNAK İL SAĞLIK MÜDÜRLÜĞÜ,ŞIRNAK,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-069, 65 GÜN,8/31/2022,,
OTOKLAV,ÖZEL,2022/286,7/7/2022,ERTUNÇ ÖZCANSAĞLIK TESİSLERİ VE TIBBİ CİHAZLAR İNŞAAT SAN. TİC. A. Ş.,KONYA SEYDİŞEHİR DEVLET HASTANESİ,KONYA,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-067, 6 HAFTA,8/12/2022,,
OTOKLAV,İHALE,2022/288,7/18/2022,HARRAN ÜNİVERSİTESİ,HARRAN ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,ŞANLIURFA,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-070, 60 GÜN,9/16/2022,,
OTOKLAV,DMO,2022/289,8/17/2022,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN BAFRA AĞIZ VE DİŞ SAĞLIĞI MEREKZİ,SAMSUN,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-071, 60 GÜN,10/16/2022,,
OTOKLAV,DMO,2022/290,8/29/2022,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN İL SAĞLIK MÜDÜRLÜĞÜ,SAMSUN,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-087, 60 GÜN,10/28/2022,,
OTOKLAV,İHALE,2022/291,4/8/2022,BAHÇEŞEHİR ÜNİVERSİTESİ,BAHÇEŞEHİR ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,İSTANBUL,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-085,,5/20/2022,,
OTOKLAV,YURTDIŞI,2022/292,8/5/2022,ROMANYA,ROMANYA,ROMANYA,STR 5512 S,300 LT TEK KAPILI OTOKLAV CİHAZI ,300 LT,2022/01-075,,8/26/2022,,
OTOKLAV,DMO,2022/293,8/11/2022,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,HATAY İL SAĞLIK MÜDÜRLÜĞÜ,HATAY,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI ,300 LT,2022/01-079, 65 GÜN,10/15/2022,,
OTOKLAV,DMO,2022/294,8/11/2022,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,HATAY İL SAĞLIK MÜDÜRLÜĞÜ,HATAY,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI ,300 LT,2022/01-080, 65 GÜN,10/15/2022,,
OTOKLAV,YURTDIŞI,2022/296,8/15/2022,NIİJERYA,NİJERYA,NİJERYA,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI ,300 LT,2022/01-082,,9/4/2022,,
OTOKLAV,YURTDIŞI,2022/295,10/13/2022,RUANDA,RUANDA,RUANDA,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI ,300 LT,2022/01-081,,10/18/2022,,
OTOKLAV,YURTDIŞI,2022/297,7/19/2022,FAS,FAS,FAS,GOLDBERG 422 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2022/01-072,,8/5/2022,,
OTOKLAV,DMO,2022/047,6/27/2022,DMO MERSİN İRTİBAT BÜROSU,AKSARAY ÜNİVERSİTESİ REKTÖRLÜĞÜ İDARİ VE MALİ İŞLER DAİRE BAŞKANLIĞI,AKSARAY,ERS 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2022/01-049,,,,
OTOKLAV,ÖZEL,2022/299,9/2/2022,ÖZEL MEDİKAL TIBBİ CİHAZLAR SAN VE TİC. A.Ş.,ÖZEL MEDİKAL TIBBİ CİHAZLAR SAN VE TİC. A.Ş.,İSTANBUL,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2022/01-088,15 GÜN,9/17/2022,,
OTOKLAV,ÖZEL,2022/308,7/19/2022,TEKEN ELEKTRİK ENERJİ ÜRETİM İNŞAAT TİCARET A. Ş.,MERSİN ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,MERSİN,STR 7712 D,675 LT ÇİFT KAPILI OTOKLAV CİHAZI,675 LT,2022/01-073,30 GÜN,6/18/2022,,
OTOKLAV,ÖZEL,2022/309,7/19/2022,TEKEN ELEKTRİK ENERJİ ÜRETİM İNŞAAT TİCARET A. Ş.,MERSİN ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,MERSİN,STR 7712 D,675 LT ÇİFT KAPILI OTOKLAV CİHAZI,675 LT,2022/01-074,30 GÜN,6/18/2022,,
OTOKLAV,ÖZEL,2022/314,5/29/2022,KENT KULAK BURUN BOĞAZ VE ESTETİK CERRAHİ MERKEZİ,KENT KULAK BURUN BOĞAZ VE ESTETİK CERRAHİ MERKEZİ,ANKARA,STR 5512 S,300 LT TEK KAPILI OTOKLAV CİHAZI,300 LT,2022/01-076,15 GÜN,6/13/2022,,
OTOKLAV,2023 YILINA AKTARILDI,2022/326,8/20/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,,422 LT TEK KAPILI OTOKLAV CİHAZI,422 LT,,,,kazan yok - nerede,
OTOKLAV,2023 YILINA AKTARILDI,2022/328,8/29/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,300 LT TEK KAPILI OTOKLAV CİHAZI,300 LT,,,,,
OTOKLAV,2023 YILINA AKTARILDI,2022/329,8/29/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,300 LT TEK KAPILI OTOKLAV CİHAZI,300 LT,,,,,
OTOKLAV,YURTDIŞI,2022/336,9/3/2022,RUSYA FEDARASYONU,RUSYA FEDARASYONU,RUSYA,GOLDBERG 160 D,160 LT ÇİFT KAPILI OTOKLAV CİHAZI ,160 LT,2022/01-093,,9/30/2022,,
OTOKLAV,YURTDIŞI,2022/337,9/3/2022,RUSYA FEDARASYONU,RUSYA FEDARASYONU,RUSYA,GOLDBERG 160 D,160 LT ÇİFT KAPILI OTOKLAV CİHAZI ,160 LT,2022/01-094,,9/30/2022,,
OTOKLAV,YURTDIŞI,2022/338,9/3/2022,RUSYA FEDARASYONU,RUSYA FEDARASYONU,RUSYA,GOLDBERG 160 D,160 LT ÇİFT KAPILI OTOKLAV CİHAZI ,160 LT,2022/01-095,,9/30/2022,,
OTOKLAV,YURTDIŞI,2022/343,10/25/2022,CEZAYİR,CEZAYİR,CEZAYİR,GOLDBERG 160 D,160 LT ÇİFT KAPILI OTOKLAV CİHAZI ,160 LT,2022/01-121,,11/19/2022,,
OTOKLAV,2023 YILINA AKTARILDI,2022/342,9/14/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,160 LT ÇİFT KAPILI OTOKLAV CİHAZI ,160 LT,,,,,
OTOKLAV,YURTDIŞI,2022/344,11/24/2022,MISIR,MISIR,MISIR,GOLDBERG 160 S (40*40),160 LT TEK KAPILI OTOKLAV CİHAZI ,160 LT,2022/01-176,,12/23/2022,,
OTOKLAV,YURTDIŞI,2022/345,11/24/2022,MISIR,MISIR,MISIR,GOLDBERG 160 S (40*40),160 LT TEK KAPILI OTOKLAV CİHAZI ,160 LT,2022/01-177,,12/23/2022,,
OTOKLAV,YURTDIŞI,2022/346,11/24/2022,MISIR,MISIR,MISIR,GOLDBERG 160 S (40*40),160 LT TEK KAPILI OTOKLAV CİHAZI ,160 LT,2022/01-178,,12/23/2022,,
OTOKLAV,YURTDIŞI,2022/347,11/24/2022,MISIR,MISIR,MISIR,GOLDBERG 160 S (40*40),160 LT TEK KAPILI OTOKLAV CİHAZI ,160 LT,2022/01-179,,12/23/2022,,
OTOKLAV,YURTDIŞI,2022/348,11/24/2022,MISIR,MISIR,MISIR,GOLDBERG 160 S (40*40),160 LT TEK KAPILI OTOKLAV CİHAZI ,160 LT,2022/01-180,,12/23/2022,,
OTOKLAV,2023 YILINA AKTARILDI,2022/349,9/14/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,,160 LT TEK KAPILI OTOKLAV CİHAZI ,160 LT,,,,,
OTOKLAV,2023 YILINA AKTARILDI,2022/350,9/14/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,,160 LT TEK KAPILI OTOKLAV CİHAZI ,160 LT,,,,,
OTOKLAV,2023 YILINA AKTARILDI,2022/351,9/14/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,,160 LT TEK KAPILI OTOKLAV CİHAZI ,160 LT,,,,,
OTOKLAV,2023 YILINA AKTARILDI,2022/352,9/14/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,,160 LT TEK KAPILI OTOKLAV CİHAZI ,160 LT,,,,,
OTOKLAV,2023 YILINA AKTARILDI,2022/353,9/14/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,,160 LT TEK KAPILI OTOKLAV CİHAZI ,160 LT,,,,,
OTOKLAV,2023 YILINA AKTARILDI,2022/354,9/14/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,250 LT ÇİFT KAPILI OTOKAV CİHAZI,250 LT,,,,,
OTOKLAV,2023 YILINA AKTARILDI,2022/355,9/14/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,250 LT ÇİFT KAPILI OTOKAV CİHAZI,250 LT,,,,,
OTOKLAV,2023 YILINA AKTARILDI,2022/356,9/14/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,250 LT ÇİFT KAPILI OTOKAV CİHAZI,250 LT,,,,,
OTOKLAV,2023 YILINA AKTARILDI,2022/357,12/6/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,GOLDBERG 250 D,250 LT ÇİFT KAPILI OTOKAV CİHAZI,250 LT,2022/01-190,,12/10/2022,DUBAİ FUARA GİDİP GELDİ VE CEZAYİRE SATILDI.,
OTOKLAV,2023 YILINA AKTARILDI,2022/358,9/14/2022,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,2023 YILINA AKTARILDI,,250 LT ÇİFT KAPILI OTOKAV CİHAZI,250 LT,,,,,
OTOKLAV,YURTDIŞI,2022/362,9/24/2022,IRAK MERİVAN,IRAK,IRAK,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI ,250 LT,2022/01-100,,10/24/2022,,
OTOKLAV,DMO,2022/385,10/4/2022,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL PROF. DR. CEMİL TAŞÇIOĞLU ŞEHİR HASTANESİ,İSTANBUL,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-107,65 GÜN,12/8/2022,,
OTOKLAV,DMO,2022/386,10/4/2022,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL PROF. DR. CEMİL TAŞÇIOĞLU ŞEHİR HASTANESİ,İSTANBUL,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-108,65 GÜN,12/8/2022,,
OTOKLAV,DMO,2022/388,10/10/2022,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ GÜLHANE DİŞ HEKİMLİĞİ FAKÜLTESİ,ANKARA,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-109,65 GÜN,12/14/2022,,
OTOKLAV,DMO,2022/389,10/10/2022,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ GÜLHANE DİŞ HEKİMLİĞİ FAKÜLTESİ,ANKARA,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-110,65 GÜN,12/14/2022,,
OTOKLAV,DMO,2022/390,10/11/2022,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,MUĞLA İL SAĞLIK MÜDÜRLÜĞÜ-SEYDİKEMER DEVLET HASTANESİ,MUĞLA,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-111,65 GÜN,12/15/2022,,
OTOKLAV,DMO,2022/391,10/11/2022,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,MUĞLA İL SAĞLIK MÜDÜRLÜĞÜ-SEYDİKEMER DEVLET HASTANESİ,MUĞLA,GOLDBERG 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI ,840 LT,2022/01-112,65 GÜN,12/15/2022,,
OTOKLAV,YURTDIŞI,2022/392,9/24/2022,MERİVAN-IRAK,IRAK,IRAK,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI ,300 LT,2022/01-113,,10/24/2022,,
OTOKLAV,DMO,2022/395,10/20/2022,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,OSMANİYE İL SAĞLIK MÜDÜRLÜĞÜ,OSMANİYE,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI ,840 LT,2022/01-114,65 GÜN,12/24/2022,,
OTOKLAV,DMO,2022/396,10/20/2022,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,OSMANİYE İL SAĞLIK MÜDÜRLÜĞÜ,OSMANİYE,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI ,840 LT,2022/01-115,65 GÜN,12/24/2022,,
OTOKLAV,DMO,2022/397,10/20/2022,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,OSMANİYE İL SAĞLIK MÜDÜRLÜĞÜ,OSMANİYE,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI ,840 LT,2022/01-116,65 GÜN,12/24/2022,,
OTOKLAV,DMO,2022/398,10/20/2022,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,OSMANİYE İL SAĞLIK MÜDÜRLÜĞÜ,OSMANİYE,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI ,840 LT,2022/01-117,65 GÜN,12/24/2022,,
OTOKLAV,YURTDIŞI,2022/399,10/25/2022,CEZAYİR,CEZAYİR,CEZAYİR,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2022/01-119,,11/19/2022,,
OTOKLAV,YURTDIŞI,2022/400,11/2/2022,ARNAVUTLUK,ARNAVUTLUK,ARNAVUTLUK,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2022/01-124,,,,
OTOKLAV,DMO,2022/401,11/10/2022,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,KIRŞEHİR İL SAĞLIK MÜDÜRLÜĞÜ -MUCUR DEVLET HASTANESİ,KIRŞEHİR,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2022/01-165,65 GÜN,1/14/2023,,
OTOKLAV,DMO,2022/404,10/20/2022,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,OSMANİYE İL SAĞLIK MÜDÜRLÜĞÜ,OSMANİYE,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-118,65 GÜN,12/24/2022,,
OTOKLAV,YURTDIŞI,2022/045,10/25/2022,CEZAYİR,CEZAYİR,CEZAYİR,GOLDBERG 422 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2022/01-019,,11/19/2022,,
OTOKLAV,DMO,2022/409,10/26/2022,DMO VAN İRTİBAT BÜROSU ,VAN İL SAĞLIK MÜDÜRLÜĞÜ - VAN ERCİŞ ADSM,VAN,ERS 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2022/01-122,65 GÜN,12/30/2022,,
OTOKLAV,YURTDIŞI,2022/416,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-125,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/417,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-126,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/418,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-127,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/419,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-128,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/420,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-129,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/421,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-130,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/422,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-131,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/423,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-132,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/424,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-133,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/425,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-134,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/426,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-135,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/427,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-136,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/428,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-137,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/429,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-138,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/430,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-139,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/431,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-140,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/432,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-141,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/433,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-142,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/434,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-143,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/435,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-144,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/436,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-145,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/437,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-146,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/438,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-147,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/439,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-148,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/440,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-149,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/441,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-150,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/442,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-151,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/443,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-152,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/444,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-153,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/445,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-154,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/446,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-155,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/447,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-156,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/448,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-157,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/449,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-158,,12/20/2022,,
OTOKLAV,YURTDIŞI,2022/450,11/2/2022,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2022/01-159,,12/20/2022,,
OTOKLAV,DMO,2022/453,11/7/2022,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL İL SAĞLIK MÜDÜRLÜĞÜ- HASEKİ EĞİTİM VEARAŞTIRMA HASTANESİ,İSTANBUL,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI ,840 LT,2022/01-160, 65 GÜN ,1/11/2023,,
OTOKLAV,DMO,2022/454,11/7/2022,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL İL SAĞLIK MÜDÜRLÜĞÜ- HASEKİ EĞİTİM VEARAŞTIRMA HASTANESİ,İSTANBUL,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI ,840 LT,2022/01-161, 65 GÜN ,1/11/2023,,
OTOKLAV,DMO,2022/455,11/7/2022,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA SİNCAN DR. NAFİZ KÖREZ DEVLET HASTANESİ,ANKARA,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI ,840 LT,2022/01-162, 65 GÜN ,1/11/2023,,
OTOKLAV,YURTDIŞI,2022/456,11/9/2022,IRAK,IRAK,IRAK,GOLDBERG 675 D,675 LT ÇİFT KAPILI OTOKLAV CİHAZI,675 LT,2022/01-14064,,,,
OTOKLAV,İHALE,2022/457,11/9/2022,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,NİĞDE EĞİTİM VE ARAŞTIRMA HASTANESİ,NİĞDE,STR 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI ,840 LT,2022/01-163,,11/30/2023,,
OTOKLAV,DMO,2022/463,11/22/2022,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR TİRE DEVLET HASTANESİ,İZMİR,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2022/01-175,60 GÜN,1/21/2023,,
