siparis_tarihi,teslim_suresi,teslim_tarihi,irsaliye_tarihi
2019-12-17 00:00:00,46.0,2020-02-01 00:00:00,
2019-12-17 00:00:00,46.0,2020-02-01 00:00:00,
2019-12-17 00:00:00,46.0,2020-02-01 00:00:00,
2019-12-17 00:00:00,46.0,2020-02-01 00:00:00,
2019-12-17 00:00:00,46.0,2020-02-01 00:00:00,
2020-01-22 00:00:00,46.0,2020-03-08 00:00:00,
2020-02-17 00:00:00,1.0,2020-02-18 00:00:00,
2020-02-03 00:00:00,29.0,2020-03-03 00:00:00,
2020-02-03 00:00:00,29.0,2020-03-03 00:00:00,
2020-08-17 00:00:00,6.0,2020-08-23 00:00:00,
2020-02-11 00:00:00,,DERHAL,
2020-02-11 00:00:00,,DERHAL,
2019-12-20 00:00:00,64.0,2020-02-22 00:00:00,
2020-02-17 00:00:00,1.0,2020-02-18 00:00:00,
2020-02-17 00:00:00,64.0,2020-04-21 00:00:00,
2020-11-27 00:00:00,14.0,2020-12-11 00:00:00,
2020-02-14 00:00:00,64.0,2020-04-18 00:00:00,
2020-11-02 00:00:00,2.0,2020-11-04 00:00:00,
2020-02-29 00:00:00,7.0,2020-03-07 00:00:00,
2020-02-26 00:00:00,58.0,2020-04-24 00:00:00,
2020-02-29 00:00:00,7.0,2020-03-07 00:00:00,
2020-02-29 00:00:00,7.0,2020-03-07 00:00:00,
2020-03-02 00:00:00,59.0,2020-04-30 00:00:00,
.,,2020-03-19 00:00:00,
2020-03-14 00:00:00,11.0,2020-03-25 00:00:00,
2020-03-17 00:00:00,,11..04.2020,
2020-06-04 00:00:00,2.0,2020-06-06 00:00:00,
2020-03-17 00:00:00,,11..04.2020,
2020-03-17 00:00:00,30.0,2020-04-16 00:00:00,
2020-03-17 00:00:00,30.0,2020-04-16 00:00:00,
2020-03-18 00:00:00,2.0,2020-03-20 00:00:00,
2020-03-18 00:00:00,2.0,2020-03-20 00:00:00,
2020-03-24 00:00:00,0.0,2020-03-24 00:00:00,
2020-03-31 00:00:00,20.0,2020-04-20 00:00:00,
2020-03-31 00:00:00,20.0,2020-04-20 00:00:00,
2020-03-31 00:00:00,64.0,2020-06-03 00:00:00,
2020-03-31 00:00:00,64.0,2020-06-03 00:00:00,
2020-04-08 00:00:00,64.0,2020-06-11 00:00:00,
2020-04-08 00:00:00,54.0,2020-06-01 00:00:00,
2020-04-08 00:00:00,54.0,2020-06-01 00:00:00,
2020-04-08 00:00:00,54.0,2020-06-01 00:00:00,
2020-04-08 00:00:00,54.0,2020-06-01 00:00:00,
2020-04-08 00:00:00,54.0,2020-06-01 00:00:00,
2020-04-08 00:00:00,54.0,2020-06-01 00:00:00,
2020-04-08 00:00:00,54.0,2020-06-01 00:00:00,
2020-04-09 00:00:00,59.0,2020-06-07 00:00:00,
2020-04-20 00:00:00,15.0,2020-05-05 00:00:00,
2020-04-22 00:00:00,30.0,2020-05-22 00:00:00,
2020-04-29 00:00:00,11.0,2020-05-10 00:00:00,
2020-04-29 00:00:00,11.0,2020-05-10 00:00:00,
2020-04-29 00:00:00,11.0,2020-05-10 00:00:00,
2020-04-29 00:00:00,11.0,2020-05-10 00:00:00,
2020-04-29 00:00:00,11.0,2020-05-10 00:00:00,
2020-05-22 00:00:00,59.0,2020-07-20 00:00:00,
2020-05-27 00:00:00,64.0,2020-07-30 00:00:00,
2020-05-27 00:00:00,64.0,2020-07-30 00:00:00,
2020-05-28 00:00:00,31.0,2020-06-28 00:00:00,
2020-05-30 00:00:00,16.0,2020-06-15 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-04 00:00:00,40.0,2020-07-14 00:00:00,
2020-06-05 00:00:00,,DERHAL,
2020-06-08 00:00:00,22.0,2020-06-30 00:00:00,
2020-11-06 00:00:00,59.0,2021-01-04 00:00:00,
2020-06-17 00:00:00,0.0,2020-06-17 00:00:00,
2020-06-16 00:00:00,64.0,2020-08-19 00:00:00,
2020-06-20 00:00:00,9.0,2020-06-29 00:00:00,
2020-06-20 00:00:00,9.0,2020-06-29 00:00:00,
2020-06-29 00:00:00,59.0,2020-08-27 00:00:00,
2020-07-04 00:00:00,32.0,2020-08-05 00:00:00,
2020-07-04 00:00:00,32.0,2020-08-05 00:00:00,
2020-07-04 00:00:00,32.0,2020-08-05 00:00:00,
2020-07-04 00:00:00,32.0,2020-08-05 00:00:00,
2020-08-15 00:00:00,2.0,2020-08-17 00:00:00,
2020-07-18 00:00:00,30.0,2020-08-17 00:00:00,
2020-07-24 00:00:00,64.0,2020-09-26 00:00:00,
2020-07-27 00:00:00,59.0,2020-09-24 00:00:00,
2020-08-05 00:00:00,30.0,2020-09-04 00:00:00,
2020-08-17 00:00:00,18.0,2020-09-04 00:00:00,
2020-07-04 00:00:00,32.0,2020-08-05 00:00:00,
2020-07-04 00:00:00,32.0,2020-08-05 00:00:00,
2020-08-27 00:00:00,59.0,2020-10-25 00:00:00,
2020-09-07 00:00:00,46.0,2020-10-23 00:00:00,
2020-08-27 00:00:00,64.0,2020-10-30 00:00:00,
2020-08-27 00:00:00,64.0,2020-10-30 00:00:00,
2020-09-25 00:00:00,64.0,2020-11-28 00:00:00,
2020-09-18 00:00:00,53.0,2020-11-10 00:00:00,
2020-08-20 00:00:00,82.0,2020-11-10 00:00:00,
2020-09-08 00:00:00,4.0,2020-09-12 00:00:00,
2020-10-27 00:00:00,19.0,2020-11-15 00:00:00,
2020-10-02 00:00:00,64.0,2020-12-05 00:00:00,
2020-09-03 00:00:00,59.0,2020-11-01 00:00:00,
2020-09-21 00:00:00,19.0,2020-10-10 00:00:00,
2020-09-21 00:00:00,19.0,2020-10-10 00:00:00,
2020-09-21 00:00:00,11.0,2020-10-02 00:00:00,
2020-09-22 00:00:00,64.0,2020-11-25 00:00:00,
2020-09-23 00:00:00,-44097.0,,
2020-11-03 00:00:00,59.0,2021-01-01 00:00:00,
2020-10-01 00:00:00,65.0,2020-12-05 00:00:00,
2020-10-01 00:00:00,19.0,2020-10-20 00:00:00,
2020-10-01 00:00:00,-44105.0,,
2020-10-02 00:00:00,6.0,2020-10-08 00:00:00,
2020-10-22 00:00:00,64.0,2020-12-25 00:00:00,
2020-10-02 00:00:00,64.0,2020-12-05 00:00:00,
2020-11-17 00:00:00,59.0,2021-01-15 00:00:00,
2020-10-15 00:00:00,26.0,2020-11-10 00:00:00,
2020-10-15 00:00:00,36.0,2020-11-20 00:00:00,
2020-10-15 00:00:00,36.0,2020-11-20 00:00:00,
2020-10-15 00:00:00,36.0,2020-11-20 00:00:00,
2020-10-15 00:00:00,36.0,2020-11-20 00:00:00,
2020-10-15 00:00:00,26.0,2020-11-10 00:00:00,
2020-10-15 00:00:00,21.0,2020-11-05 00:00:00,
2020-10-20 00:00:00,12.0,2020-11-01 00:00:00,
2020-10-20 00:00:00,20.0,2020-11-09 00:00:00,
2020-10-22 00:00:00,64.0,2020-12-25 00:00:00,
2020-09-16 00:00:00,64.0,2020-11-19 00:00:00,
2020-12-07 00:00:00,13.0,2020-12-20 00:00:00,
2020-12-07 00:00:00,13.0,2020-12-20 00:00:00,
2020-11-12 00:00:00,7.0,2020-11-19 00:00:00,
2020-11-12 00:00:00,8.0,2020-11-20 00:00:00,
2020-11-12 00:00:00,9.0,2020-11-21 00:00:00,
2020-11-12 00:00:00,10.0,2020-11-22 00:00:00,
2020-11-12 00:00:00,11.0,2020-11-23 00:00:00,
2020-11-12 00:00:00,12.0,2020-11-24 00:00:00,
2020-11-12 00:00:00,13.0,2020-11-25 00:00:00,
2020-11-12 00:00:00,14.0,2020-11-26 00:00:00,
2020-11-12 00:00:00,15.0,2020-11-27 00:00:00,
2020-11-12 00:00:00,16.0,2020-11-28 00:00:00,
2020-11-12 00:00:00,17.0,2020-11-29 00:00:00,
2020-11-12 00:00:00,18.0,2020-11-30 00:00:00,
2020-11-12 00:00:00,19.0,2020-12-01 00:00:00,
2020-11-12 00:00:00,20.0,2020-12-02 00:00:00,
2020-11-12 00:00:00,21.0,2020-12-03 00:00:00,
2020-11-12 00:00:00,22.0,2020-12-04 00:00:00,
2020-11-12 00:00:00,23.0,2020-12-05 00:00:00,
2020-11-12 00:00:00,24.0,2020-12-06 00:00:00,
2020-11-12 00:00:00,25.0,2020-12-07 00:00:00,
2020-11-12 00:00:00,26.0,2020-12-08 00:00:00,
2020-11-12 00:00:00,27.0,2020-12-09 00:00:00,
2020-11-12 00:00:00,28.0,2020-12-10 00:00:00,
2020-11-12 00:00:00,29.0,2020-12-11 00:00:00,
2020-11-12 00:00:00,30.0,2020-12-12 00:00:00,
2020-11-12 00:00:00,31.0,2020-12-13 00:00:00,
2020-11-12 00:00:00,32.0,2020-12-14 00:00:00,
2020-11-12 00:00:00,33.0,2020-12-15 00:00:00,
2020-11-12 00:00:00,34.0,2020-12-16 00:00:00,
2020-11-12 00:00:00,35.0,2020-12-17 00:00:00,
2020-11-12 00:00:00,36.0,2020-12-18 00:00:00,
2020-11-12 00:00:00,37.0,2020-12-19 00:00:00,
2020-11-12 00:00:00,38.0,2020-12-20 00:00:00,
2020-11-12 00:00:00,39.0,2020-12-21 00:00:00,
2020-11-12 00:00:00,40.0,2020-12-22 00:00:00,
2020-11-12 00:00:00,41.0,2020-12-23 00:00:00,
2020-11-12 00:00:00,42.0,2020-12-24 00:00:00,
2020-11-12 00:00:00,43.0,2020-12-25 00:00:00,
2020-11-12 00:00:00,44.0,2020-12-26 00:00:00,
2020-11-12 00:00:00,45.0,2020-12-27 00:00:00,
2020-11-12 00:00:00,46.0,2020-12-28 00:00:00,
2020-11-12 00:00:00,47.0,2020-12-29 00:00:00,
2020-11-12 00:00:00,48.0,2020-12-30 00:00:00,
2020-11-12 00:00:00,49.0,2020-12-31 00:00:00,
2020-11-12 00:00:00,50.0,2021-01-01 00:00:00,
2020-11-12 00:00:00,51.0,2021-01-02 00:00:00,
2020-11-12 00:00:00,52.0,2021-01-03 00:00:00,
2020-11-12 00:00:00,53.0,2021-01-04 00:00:00,
2020-11-12 00:00:00,54.0,2021-01-05 00:00:00,
2020-11-12 00:00:00,55.0,2021-01-06 00:00:00,
2020-11-12 00:00:00,56.0,2021-01-07 00:00:00,
2020-11-12 00:00:00,57.0,2021-01-08 00:00:00,
2020-11-12 00:00:00,58.0,2021-01-09 00:00:00,
2020-11-12 00:00:00,59.0,2021-01-10 00:00:00,
2020-11-12 00:00:00,60.0,2021-01-11 00:00:00,
2020-11-12 00:00:00,61.0,2021-01-12 00:00:00,
2020-11-12 00:00:00,62.0,2021-01-13 00:00:00,
2020-11-12 00:00:00,63.0,2021-01-14 00:00:00,
2020-11-12 00:00:00,64.0,2021-01-15 00:00:00,
2020-11-12 00:00:00,65.0,2021-01-16 00:00:00,
2020-11-12 00:00:00,66.0,2021-01-17 00:00:00,
2020-10-29 00:00:00,23.0,2020-11-21 00:00:00,
2020-10-02 00:00:00,64.0,2020-12-05 00:00:00,
2020-11-06 00:00:00,24.0,2020-11-30 00:00:00,
2020-11-06 00:00:00,24.0,2020-11-30 00:00:00,
2020-11-06 00:00:00,25.0,2020-12-01 00:00:00,
2020-11-06 00:00:00,20.0,2020-11-26 00:00:00,
2020-11-07 00:00:00,48.0,2020-12-25 00:00:00,
2020-11-07 00:00:00,48.0,2020-12-25 00:00:00,
2020-11-09 00:00:00,15.0,2020-11-24 00:00:00,
2020-11-09 00:00:00,64.0,2021-01-12 00:00:00,
2020-11-09 00:00:00,64.0,2021-01-12 00:00:00,
2020-11-10 00:00:00,20.0,2020-11-30 00:00:00,
2020-11-10 00:00:00,10.0,2020-11-20 00:00:00,
2020-11-13 00:00:00,28.0,2020-12-11 00:00:00,
2020-11-13 00:00:00,27.0,2020-12-10 00:00:00,
2020-11-05 00:00:00,59.0,2021-01-03 00:00:00,
2020-09-14 00:00:00,88.0,2020-12-11 00:00:00,
2021-04-20 00:00:00,-77.0,2021-02-02 00:00:00,
2020-12-07 00:00:00,5.0,2020-12-12 00:00:00,
2020-12-07 00:00:00,5.0,2020-12-12 00:00:00,
2020-12-07 00:00:00,64.0,2021-02-09 00:00:00,
2020-12-08 00:00:00,64.0,2021-02-10 00:00:00,
2021-04-20 00:00:00,-77.0,2021-02-02 00:00:00,
2020-12-14 00:00:00,15.0,2020-12-29 00:00:00,
2020-12-14 00:00:00,15.0,2020-12-29 00:00:00,
2020-12-28 00:00:00,16.0,2021-01-13 00:00:00,
2022-04-13 00:00:00,-454.0,2021-01-14 00:00:00,
2020-12-25,66.0,2021-03-01 00:00:00,
2020-12-25,66.0,2021-03-01 00:00:00,
2020-12-22,59.0,2021-02-19 00:00:00,
2021-09-10,35.0,2021-10-15 00:00:00,
2021-11-11,7.0,2021-11-18 00:00:00,
2021-10-28,30.0,31.11.2021,
2021-09-27,61.0,2021-11-27 00:00:00,
2021-06-29,13.0,2021-07-12 00:00:00,
2021-09-25,14.0,2021-10-09 00:00:00,
2021-01-07,16.0,2021-01-23 00:00:00,
2021-01-07,16.0,2021-01-23 00:00:00,
2021-01-07,14.0,2021-01-21 00:00:00,
2021-01-07,14.0,2021-01-21 00:00:00,
2021-01-07,14.0,2021-01-21 00:00:00,
2020-12-05,86.0,2021-03-01 00:00:00,
2020-09-07,156.0,2021-02-10 00:00:00,
2020-12-09,64.0,2021-02-11 00:00:00,
2020-12-08,64.0,2021-02-10 00:00:00,
2021-01-11,29.0,2021-02-09 00:00:00,
2022-04-13,21.0,2022-05-04 00:00:00,
2021-02-03,7.0,2021-02-10 00:00:00,
2021-02-12,37.0,2021-03-21 00:00:00,
2021-02-15,11.0,2021-02-26 00:00:00,
2021-02-15,11.0,2021-02-26 00:00:00,
2021-02-15,11.0,2021-02-26 00:00:00,
2021-02-15,11.0,2021-02-26 00:00:00,
2021-02-15,11.0,2021-02-26 00:00:00,
2021-02-15,11.0,2021-02-26 00:00:00,
2021-02-16,10.0,2021-02-26 00:00:00,
2021-02-18,4.0,2021-02-22 00:00:00,
2021-02-23,10.0,2021-03-05 00:00:00,
2021-02-23,10.0,2021-03-05 00:00:00,
2021-02-26,7.0,2021-03-05 00:00:00,
2021-04-28,10.0,2021-05-08 00:00:00,
2021-06-29,13.0,2021-07-12 00:00:00,
2021-10-27,29.0,2021-11-25 00:00:00,
2021-10-27,29.0,2021-11-25 00:00:00,
2021-10-27,29.0,2021-11-25 00:00:00,
2021-03-04,64.0,2021-05-07 00:00:00,
2021-08-13,64.0,2021-10-16 00:00:00,
2021-04-06,64.0,2021-06-09 00:00:00,
2021-04-06,64.0,2021-06-09 00:00:00,
2021-04-20,10.0,2021-04-30 00:00:00,
2021-03-31,64.0,2021-06-03 00:00:00,
2021-02-27,142.0,2021-07-19 00:00:00,
2021-04-20,59.0,2021-06-18 00:00:00,
2021-05-03,59.0,2021-07-01 00:00:00,
2021-05-07,1.0,2021-05-08 00:00:00,
2021-04-08,64.0,2021-06-11 00:00:00,
2021-05-17,64.0,2021-07-20 00:00:00,
2021-03-03,7.0,2021-03-10 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-10-27,29.0,2021-11-25 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-03-13,38.0,2021-04-20 00:00:00,
2021-06-10,7.0,2021-06-17 00:00:00,
2021-06-22,30.0,2021-07-22 00:00:00,
2021-11-11,23.0,2021-12-04 00:00:00,
2021-03-22,9.0,2021-03-31 00:00:00,
2021-03-22,14.0,2021-04-05 00:00:00,
2021-06-24,30.0,2021-07-24 00:00:00,
2021-10-27,29.0,2021-11-25 00:00:00,
2021-10-27,29.0,2021-11-25 00:00:00,
2021-03-23,59.0,2021-05-21 00:00:00,
2021-03-31,64.0,2021-06-03 00:00:00,
2021-04-08,15.0,2021-04-23 00:00:00,
2021-04-08,15.0,2021-04-23 00:00:00,
2021-04-08,15.0,2021-04-23 00:00:00,
2021-04-15,59.0,2021-06-13 00:00:00,
2021-04-28,10.0,2021-05-08 00:00:00,
2021-04-29,52.0,2021-06-20 00:00:00,
2021-10-28,,31.11.2021,
2021-10-11,9.0,2021-10-20 00:00:00,
2021-06-26,29.0,2021-07-25 00:00:00,
2021-06-26,29.0,2021-07-25 00:00:00,
2021-07-06,26.0,2021-08-01 00:00:00,
2021-08-16,18.0,2021-09-03 00:00:00,
2021-08-16,18.0,2021-09-03 00:00:00,
2021-11-10,59.0,2022-01-08 00:00:00,
2021-05-18,64.0,2021-07-21 00:00:00,
2021-05-20,21.0,2021-06-10 00:00:00,
2021-06-17,9.0,2021-06-26 00:00:00,
2021-06-15,59.0,2021-08-13 00:00:00,
2021-06-02,24.0,2021-06-26 00:00:00,
2021-06-02,24.0,2021-06-26 00:00:00,
2021-06-04,15.0,2021-06-19 00:00:00,
2021-06-05,25.0,2021-06-30 00:00:00,
2021-06-05,25.0,2021-06-30 00:00:00,
2021-06-10,21.0,2021-07-01 00:00:00,
2021-12-06,59.0,2022-02-03 00:00:00,
2021-06-10,21.0,2021-07-01 00:00:00,
2021-06-17,9.0,2021-06-26 00:00:00,
2021-06-17,35.0,2021-07-22 00:00:00,
2021-06-17,35.0,2021-07-22 00:00:00,
2021-06-17,35.0,2021-07-22 00:00:00,
2021-06-17,35.0,2021-07-22 00:00:00,
2021-07-02,3.0,2021-07-05 00:00:00,
2021-07-02,3.0,2021-07-05 00:00:00,
2021-08-17,64.0,2021-10-20 00:00:00,
2021-06-21,20.0,2021-07-11 00:00:00,
2021-06-21,20.0,2021-07-11 00:00:00,
2021-06-21,20.0,2021-07-11 00:00:00,
2021-06-21,20.0,2021-07-11 00:00:00,
2021-06-29,13.0,2021-07-12 00:00:00,
2021-08-17,64.0,2021-10-20 00:00:00,
2021-08-19,64.0,2021-10-22 00:00:00,
2021-08-25,21.0,2021-09-15 00:00:00,
2021-08-25,21.0,2021-09-15 00:00:00,
2022-03-18,0.0,2022-03-18 00:00:00,
2021-11-03,27.0,2021-11-30 00:00:00,
2021-08-13,64.0,2021-10-16 00:00:00,
2021-08-31,30.0,2021-09-30 00:00:00,
2022-03-24,-174.0,2021-10-01 00:00:00,
2021-07-10,18.0,2021-07-28 00:00:00,
2021-07-10,18.0,2021-07-28 00:00:00,
2021-03-22,14.0,2021-04-05 00:00:00,
2021-03-22,14.0,2021-04-05 00:00:00,
2021-07-28,59.0,2021-09-25 00:00:00,
2021-08-04,16.0,2021-08-20 00:00:00,
2021-09-21,59.0,2021-11-19 00:00:00,
2021-09-24,64.0,2021-11-27 00:00:00,
2021-11-03,27.0,2021-11-30 00:00:00,
2021-09-24,64.0,2021-11-27 00:00:00,
2021-09-15,1.0,2021-09-16 00:00:00,
2021-11-19,-63.0,2021-09-17 00:00:00,
2021-11-19,-62.0,2021-09-18 00:00:00,
2021-09-24,64.0,2021-11-27 00:00:00,
2021-09-10,35.0,2021-10-15 00:00:00,
2021-12-08,59.0,2022-02-05 00:00:00,
2021-09-10,35.0,2021-10-15 00:00:00,
2021-09-10,35.0,2021-10-15 00:00:00,
2021-11-02,64.0,2022-01-05 00:00:00,
2021-11-02,64.0,2022-01-05 00:00:00,
2021-10-15,64.0,2021-12-18 00:00:00,
2021-11-02,10.0,2021-11-12 00:00:00,
2021-10-15,64.0,2021-12-18 00:00:00,
2021-10-22,64.0,2021-12-25 00:00:00,
2021-10-22,64.0,2021-12-25 00:00:00,
2021-10-12,30.0,2021-11-11 00:00:00,
2021-10-12,30.0,2021-11-11 00:00:00,
2021-10-07,31.0,2021-11-07 00:00:00,
2021-10-07,31.0,2021-11-07 00:00:00,
2021-10-07,31.0,2021-11-07 00:00:00,
2021-10-08,24.0,2021-11-01 00:00:00,
2021-11-11,23.0,2021-12-04 00:00:00,
2021-10-25,26.0,2021-11-20 00:00:00,
2021-10-27,29.0,2021-11-25 00:00:00,
2021-11-03,12.0,2021-11-15 00:00:00,
2021-11-12,34.0,2021-12-16 00:00:00,
2021-11-12,34.0,2021-12-16 00:00:00,
2021-11-12,64.0,2022-01-15 00:00:00,
2021-11-12,64.0,2022-01-15 00:00:00,
2021-11-29,59.0,2022-01-27 00:00:00,
2021-11-12,77.0,2022-01-28 00:00:00,
2021-11-12,78.0,2022-01-29 00:00:00,
2021-12-22,20.0,2022-01-11 00:00:00,
2021-12-22,20.0,2022-01-11 00:00:00,
2021-12-29,23.0,2022-01-21 00:00:00,
2021-12-02,59.0,2022-01-30 00:00:00,
2021-12-22,20.0,2022-01-11 00:00:00,
2021-12-22,20.0,2022-01-11 00:00:00,
2021-12-22,8.0,2021-12-30 00:00:00,
2022-11-09,,2022-12-09,
2022-04-13,,2022-05-04,
2022-01-06,,,
2023-02-15,,,
2022-01-06,,,
2022-01-06,,,
2022-01-06,,,
2022-01-06,,,
2022-01-06,,,
2022-01-06,,,
2022-01-06,,,
2022-05-11,,2022-06-06,
2022-08-08,,2022-08-12,
2022-05-11,,2022-06-06,
2022-01-06,,,
2022-04-13,,,
2022-01-06,(ALYANS MEDİKALE GÖNDERİLEN CİHAZ İLE AYNI SERİ NUMARASI İLE ÜRETİLDİ),,
2022-01-06,,,
2022-01-06,,,
2022-01-06,,,
2022-01-06,,,
2022-01-06,,,
2022-01-06,,,
2022-01-06,,,
2022-01-06,,,
2022-01-06,,,
2022-05-11,,2022-06-06,
2022-01-06,,,
2022-05-11,,2022-06-06,
2022-05-11,,2022-06-06,
2022-05-11,,2022-06-06,
2022-04-19,,2022-05-12,
2022-04-19,,2022-05-12,
2022-04-25,,2022-05-15,
2022-10-27,,,
2022-01-06,,,
2022-06-08,,2022-06-15,
2022-09-03,,2022-09-30,
2022-09-03,,2022-09-30,
2022-01-06,,,
2022-01-06,,,
2022-08-05,15 GÜN,2022-08-15,
2022-05-18,,,
2022-03-03,,2022-03-11,
2022-02-21,,2022-03-10,
2022-03-09,,2022-05-08,
2021-09-07,,2021-09-30,
2022-04-13,,2022-04-06,
2022-05-13,,2022-07-12,
2022-07-18,,2022-09-16,
2022-01-06,,,
2022-01-27,,2022-03-12,
2022-03-28,60 GÜN,2022-05-27,
2022-03-08,,2022-05-07,
2022-04-07,,,
2022-04-29, 60 GÜN,2022-06-28,
2022-12-16,,2023-01-05,
2022-02-11,,2022-04-16,
2022-04-04,,2022-05-24,
2022-04-21,,2022-06-24,
2022-08-22,,2022-08-25,
2022-04-08,42 GÜN,2022-05-20,
2022-02-09,,2022-02-28,
2022-03-08,,2022-05-07,
2022-04-28,60,2022-06-27,
2022-02-09,,2022-04-09,
2022-01-06,,2022-05-07,
2022-01-31,,2022-03-23,
2022-01-31,,2022-03-23,
2022-01-18,,2022-03-23,
2022-01-18,,2022-03-23,
2022-02-01,,,
2022-02-01,,,
2022-09-12,,2022-10-14,
2022-02-01,,,
2022-02-01,,,
2022-02-01,,,
2022-02-01,,2022-04-01,
2022-02-01,,,
2022-02-01,,,
2022-02-01,,,
2022-04-07,65 GÜN,2022-06-11,
2022-04-07,65 GÜN,2022-06-11,
2022-08-19,65 GÜN,2022-10-23,
2022-05-27,65 GÜN,2022-07-31,
2022-05-27,65 GÜN,2022-07-31,
2022-06-30, 15 GÜN,2022-07-15,
2022-09-03,,2022-09-30,
2022-09-03,,2022-09-30,
2022-09-03,,2022-09-30,
2022-09-03,,2022-09-30,
2022-03-08,,,
2022-03-18,,,
2022-04-07,15 GÜN,2022-04-22,
2022-06-22,,2022-07-09,
2022-06-22,,,
2022-04-13,,2022-05-06,
2022-11-30,,,
2022-05-23, 60 GÜN,2022-07-22,
2022-05-10,,2022-05-27,
2022-05-20, 65 GÜN,2022-07-24,
2022-04-08,,2022-05-20,
2022-05-25, 65 GÜN,2022-07-29,
2022-05-27,65 GÜN,2022-07-31,
2022-04-13,,2022-05-04,
2022-06-02, 60 GÜN,2022-08-01,
2022-06-03, 65 GÜN,2022-08-07,
2022-06-08, 65 GÜN,2022-08-12,
