kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,aciklama,solusyon_fatura,bidon_acilisi
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2864,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2865,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2866,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2867,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2868,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2869,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2870,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2871,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2872,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2873,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2874,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2875,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2876,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2877,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2878,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2879,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2880,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2881,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2882,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2883,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2884,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2885,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2886,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2887,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2888,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2889,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2890,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2891,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2892,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2893,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2894,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2895,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2896,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2897,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2898,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2899,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2900,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2901,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2902,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2903,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2904,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2905,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2906,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2907,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2908,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2909,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2910,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2911,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2912,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2913,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2914,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2915,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2916,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2917,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2918,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2919,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2920,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,YURTDIŞI,2021/095,2021-09-02,NİCU,,ROMANYA,,KARTUŞ,,2021/07-2921,,,KAZIM ABİ KARTUŞ TEKRAR GÖNDERİLİYOR PATLAKLAR,,
KARTUS,ÖZEL,2021/096,2021-09-07,SANCAKTEPE İLHAN VARANK EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2021/07-2922,,,KAZIM ABİ KARTUŞ. HASAN ABİ BORÇ VERDİ.,,
KARTUS,ÖZEL,2021/096,2021-09-07,SANCAKTEPE İLHAN VARANK EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2021/07-2923,,,KAZIM ABİ KARTUŞ. HASAN ABİ BORÇ VERDİ.,,
KARTUS,ÖZEL,2021/096,2021-09-07,SANCAKTEPE İLHAN VARANK EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2021/07-2924,,,KAZIM ABİ KARTUŞ. HASAN ABİ BORÇ VERDİ.,,
KARTUS,İHALE,2021/097,2021-09-07,BİLECİK EĞİTİM VE ARAŞTIRMA HASTANESİ,,BİLECİK,,KARTUŞ,,2021/07-2925,,,KAZIM ABİ KARTUŞ. ÖMER BEY SİPARİŞ GELİNCEYE KADAR ÖDÜNÇ VERDİ.,,
KARTUS,İHALE,2021/097,2021-09-07,BİLECİK EĞİTİM VE ARAŞTIRMA HASTANESİ,,BİLECİK,,KARTUŞ,,2021/07-2926,,,KAZIM ABİ KARTUŞ. ÖMER BEY SİPARİŞ GELİNCEYE KADAR ÖDÜNÇ VERDİ.,,
KARTUS,İHALE,2021/097,2021-09-07,BİLECİK EĞİTİM VE ARAŞTIRMA HASTANESİ,,BİLECİK,,KARTUŞ,,2021/07-2927,,,KAZIM ABİ KARTUŞ. ÖMER BEY SİPARİŞ GELİNCEYE KADAR ÖDÜNÇ VERDİ.,,
KARTUS,İHALE,2021/097,2021-09-07,BİLECİK EĞİTİM VE ARAŞTIRMA HASTANESİ,,BİLECİK,,KARTUŞ,,2021/07-2928,,,KAZIM ABİ KARTUŞ. ÖMER BEY SİPARİŞ GELİNCEYE KADAR ÖDÜNÇ VERDİ.,,
KARTUS,İHALE,2021/097,2021-09-07,BİLECİK EĞİTİM VE ARAŞTIRMA HASTANESİ,,BİLECİK,,KARTUŞ,,2021/07-2929,,,KAZIM ABİ KARTUŞ. ÖMER BEY SİPARİŞ GELİNCEYE KADAR ÖDÜNÇ VERDİ.,,
KARTUS,İHALE,2021/097,2021-09-07,BİLECİK EĞİTİM VE ARAŞTIRMA HASTANESİ,,BİLECİK,,KARTUŞ,,2021/07-2930,,,KAZIM ABİ KARTUŞ. ÖMER BEY SİPARİŞ GELİNCEYE KADAR ÖDÜNÇ VERDİ.,,
KARTUS,İHALE,2021/097,2021-09-07,BİLECİK EĞİTİM VE ARAŞTIRMA HASTANESİ,,BİLECİK,,KARTUŞ,,2021/07-2931,,,KAZIM ABİ KARTUŞ. ÖMER BEY SİPARİŞ GELİNCEYE KADAR ÖDÜNÇ VERDİ.,,
KARTUS,İHALE,2021/097,2021-09-07,BİLECİK EĞİTİM VE ARAŞTIRMA HASTANESİ,,BİLECİK,,KARTUŞ,,2021/07-2932,,,KAZIM ABİ KARTUŞ. ÖMER BEY SİPARİŞ GELİNCEYE KADAR ÖDÜNÇ VERDİ.,,
KARTUS,İHALE,2021/097,2021-09-07,BİLECİK EĞİTİM VE ARAŞTIRMA HASTANESİ,,BİLECİK,,KARTUŞ,,2021/07-2933,,,KAZIM ABİ KARTUŞ. ÖMER BEY SİPARİŞ GELİNCEYE KADAR ÖDÜNÇ VERDİ.,,
KARTUS,İHALE,2021/097,2021-09-07,BİLECİK EĞİTİM VE ARAŞTIRMA HASTANESİ,,BİLECİK,,KARTUŞ,,2021/07-2934,,,KAZIM ABİ KARTUŞ. ÖMER BEY SİPARİŞ GELİNCEYE KADAR ÖDÜNÇ VERDİ.,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2935,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2936,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2937,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2938,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2939,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2940,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2941,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2942,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2943,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2944,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2945,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2946,,,İPTAL HATALI KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2947,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2948,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2949,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2950,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2951,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2952,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2953,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2954,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2955,,,İPTAL HATALI KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2956,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2957,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2958,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2959,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2960,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2961,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2962,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2963,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2964,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2965,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2966,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2967,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2968,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2969,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2970,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2971,,,İPTAL HATALI KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2972,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2973,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2974,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2975,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2976,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2977,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2978,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2979,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2980,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2981,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2982,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2983,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2984,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2985,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2986,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2987,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2988,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2989,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2990,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2991,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2992,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2993,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2994,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2995,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2996,,,İPTAL HATALI KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2997,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2998,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-2999,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-3000,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-3001,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-3002,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-3003,,,KAZIM ABİ KARTUŞ,,
KARTUS,ÖZEL,2021/098,2021-09-10,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-3004,,,İPTAL HATALI KARTUŞ,,
