kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,siparis_durumu,irsaliye_tarihi
Ameliyat_Masasi,YURTDIŞI,2021/069,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 4S,AMELİYAT MASASI,*,2021/02-030,2021-09-13,3,, 
Ameliyat_Masasi,STOK,2021/070,2021-03-10,STOK,STOK,STOK,GOLDBERG 5S,AMELİYAT MASASI,OBEZ,,,,, 
Ameliyat_Masasi,STOK,2021/071,2021-03-10,STOK,STOK,STOK,GOLDBERG 4S,AMELİYAT MASASI,*,,,,, 
Ameliyat_Masasi,DMO,2020/098,2021-04-06,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,CEYLANPINAR DEVLET HASTANESİ,GAZİANTEP,ERM 2000 F,AMELİYAT MASASI,*,2021/02-016,2021-06-09,64,, 
Ameliyat_Masasi,DMO,2020/134,2021-04-06,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,CEYLANPINAR DEVLET HASTANESİ,GAZİANTEP,ERM 2000 F,AMELİYAT MASASI,*,2021/02-017,2021-06-09,64,, 
Ameliyat_Masasi,YURTDIŞI,2021/148,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-029,2021-09-13,3,, 
Ameliyat_Masasi,DMO,2021/149,2021-09-24,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-040,2021-12-02,69,, 
Ameliyat_Masasi,DMO,2021/150,2021-09-24,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-041,2021-12-02,69,, 
Ameliyat_Masasi,DMO,2021/151,2021-04-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-042,2021-12-02,238,, 
Ameliyat_Masasi,DMO,2021/152,2021-04-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-043,2021-12-02,238,, 
Ameliyat_Masasi,DMO,2021/153,2021-04-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-044,2021-12-02,238,, 
Ameliyat_Masasi,DMO,2021/154,2021-04-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-045,2021-12-02,238,, 
Ameliyat_Masasi,DMO,2021/155,2021-04-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-046,2021-12-02,238,, 
Ameliyat_Masasi,DMO,2021/156,2021-04-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-047,2021-12-02,238,, 
Ameliyat_Masasi,YURTDIŞI,2021/157,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 4S,AMELİYAT MASASI,*,2021/02-031,2021-09-13,3,, 
Ameliyat_Masasi,YURTDIŞI,2021/158,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 4S,AMELİYAT MASASI,*,2021/02-032,2021-09-13,3,, 
Ameliyat_Masasi,STOK,2021/159,2021-04-08,2022 ye aktarıldı,STOK,STOK,GOLDBERG 4S,AMELİYAT MASASI,*,2022 ye aktarıldı,,,, 
Ameliyat_Masasi,DEMO,2020/362,2021-04-10,ÖZEL BOSSAN HOSPİTAL,ÖZEL BOSSAN HOSPİTAL,GAZİANTEP,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-018,2021-04-10,cihaz geri geldi.,, 
Ameliyat_Masasi,ÖZEL,2021/164,2021-09-07,ŞAFAK DİŞ DEPOSU,KENT ÜNİVERSİTESİ,İSTANBUL,STR 2000 F,AMELİYAT MASASI,*,2021/02-025,2021-09-30,23,, 
Ameliyat_Masasi,YURTDIŞI,2021/262,2021-07-27,PAKİSTAN,PAKİSTAN,PAKİSTAN,STR 2000 F,AMELİYAT MASASI,*,2021/02-022,2021-08-10,14,, 
Ameliyat_Masasi,YURTDIŞI,2021/263,2021-07-27,PAKİSTAN,PAKİSTAN,PAKİSTAN,STR 2000 F,AMELİYAT MASASI,*,2021/02-023,2021-08-10,14,, 
Ameliyat_Masasi,ÖZEL,2020/038,2021-07-30,MEDDEM SAĞLIK HİZMETLERİ SAN.TİC.A.Ş.,ÖZEL ISPARTA ŞİFA HASTANESİ,ISPARTA,STR 2000 F,AMELİYAT MASASI,*,2021/02-024,2021-08-06,7,, 
Ameliyat_Masasi,DMO,2021/331,2021-09-08,DMO GENEL MÜDÜRLÜĞÜ,ANKARA KEÇİÖREN EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-033,2021-11-11,64,, 
Ameliyat_Masasi,DMO,2021/332,2021-09-08,DMO GENEL MÜDÜRLÜĞÜ,ANKARA KEÇİÖREN EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,ERM 2000 F,AMELİYAT MASASI,*,2021/02-034,2021-11-11,64,, 
Ameliyat_Masasi,DMO,2021/333,2021-09-08,DMO GENEL MÜDÜRLÜĞÜ,ANKARA KEÇİÖREN EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,ERM 2000 F,AMELİYAT MASASI,*,2021/02-035,2021-11-11,64,, 
Ameliyat_Masasi,DMO,2021/340,2021-09-21,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR FOÇA DEVLET HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,*,2021/02-038,2021-11-19,59,, 
Ameliyat_Masasi,HİBE,2021/367,2021-10-20,BATTALGAZİ DEVLET HASTANESİ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-050,2021-10-21,,, 
Ameliyat_Masasi,DMO,2021/010,2021-11-01,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-051,2022-01-09,69,, 
Ameliyat_Masasi,DMO,2021/011,2021-11-01,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-052,2022-01-09,69,, 
Ameliyat_Masasi,DMO,2021/012,2021-11-01,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-053,2022-01-09,69,, 
Ameliyat_Masasi,DMO,2021/013,2021-11-01,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-054,2022-01-09,69,, 
Ameliyat_Masasi,DMO,2021/014,2021-11-01,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-055,2022-01-09,69,, 
Ameliyat_Masasi,DMO,2021/015,2021-11-01,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-056,2022-01-09,69,, 
Ameliyat_Masasi,DMO,2021/437,2021-11-22,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,ADANA AÇIK CEZA İNFAZ KURUMU,ADANA,ERM 2000 F,AMELİYAT MASASI,*,2021/02-059,2022-01-20,59,, 
Ameliyat_Masasi,DMO,2021/454,2021-12-09,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,TARSUS DEVLET HASTANESİ,MERSİN,ERM 2000 F,AMELİYAT MASASI,*,2021/02-060,2022-02-11,64,, 
Ameliyat_Masasi,DMO,2021/455,2021-12-09,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,TARSUS DEVLET HASTANESİ,MERSİN,ERM 2000 F,AMELİYAT MASASI,*,2021/02-061,2022-02-11,64,, 
Ameliyat_Masasi,2022 DE SATIŞ OLDU,2021/456,2021-12-09,2022 DE SATIŞ OLDU,2022 DE SATIŞ OLDU,2022 DE SATIŞ OLDU,2000 F ,AMELİYAT MASASI,*,,,,, 
Ameliyat_Masasi,YURTDIŞI,2021/159,2023-01-24,ROMANYA - NICU,ROMANYA,ROMANYA,GOLDBERG 4S,AMELİYAT MASASI,*,2022/02-039,33,2023-02-26,,
Ameliyat_Masasi,YURTDIŞI,2021/456,2022-01-13,MD ROM,MD ROM,MOLDOVA,STR 2000 F,AMELİYAT MASASI,,2022/02-001,10,2022-01-23,,
Ameliyat_Masasi,ÖZEL,2022/116,2022-02-03,SIEMENS HEALTHCARE SAĞLIK A.Ş.,SIEMENS HEALTHCARE SAĞLIK A.Ş.,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-002,30,2022-03-05,,
Ameliyat_Masasi,YURTDIŞI,2022/127,2022-05-18,SMART MED,LİBYA,LİBYA,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-008,30,2022-06-17,,
Ameliyat_Masasi,ÖZEL,2022/130,2022-04-07,ER TIBBİ CİHAZLAR,ORDU EAH,ORDU,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-003,30,2022-05-07,,
Ameliyat_Masasi,DMO,2022/129,2022-06-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,MALATYA  İL SAĞLIK MÜDÜRLÜĞÜ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-010,60,2022-08-07,,
Ameliyat_Masasi,DMO,2022/128,2022-03-04,DMO,SAMANDAĞ DEVLET HASTANESİ,HATAY,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-004,60,2022-05-03,,
Ameliyat_Masasi,YURTDIŞI,2022/306,2022-06-14,FİRSTAZMED,AZERBAYCAN,AZERBAYCAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-025,30,2022-07-14,,
Ameliyat_Masasi,YURTDIŞI,2022/307,2022-06-14,FİRSTAZMED,AZERBAYCAN,AZERBAYCAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-026,17,2022-07-01,,
Ameliyat_Masasi,DMO,2022/134,2022-04-08,DMO,TRABZON S.B.Ü. AHİ EVRAN GÖĞÜS KALP VE DAMAR CERRAHİSİ EĞİTİM VE ARAŞTIRMA HASTANESİ,TRABZON,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-005,60,2022-06-07,,
Ameliyat_Masasi,YURTDIŞI,2022/135,2022-06-14,FİRSTAZMED,AZERBAYCAN,AZERBAYCAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-015,17,2022-07-01,,
Ameliyat_Masasi,DMO,2022/136,2022-06-22,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,ONDOKUZMAYIS ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,SAMSUN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-006,65,2022-08-26,,
Ameliyat_Masasi,DMO,2022/191,2022-06-22,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,ONDOKUZMAYIS ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,SAMSUN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-016,65,2022-08-26,,
Ameliyat_Masasi,DMO,2022/192,2022-06-22,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,ONDOKUZMAYIS ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,SAMSUN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-017,65,2022-08-26,,
Ameliyat_Masasi,YURTDIŞI,2022/193,2022-09-13,ROMANYA - NICU,ROMANYA,ROMANYA,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-018,9,2022-09-22,,
Ameliyat_Masasi,DMO,2022/194,2022-06-22,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,ONDOKUZMAYIS ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,SAMSUN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-019,65,2022-08-26,,
Ameliyat_Masasi,YURTDIŞI,2022/195,2022-06-29,WHİTE SHIP,IRAK,IRAK,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-021,2,2022-07-01,,
Ameliyat_Masasi,DMO,2022/196,2022-06-22,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,ONDOKUZMAYIS ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,SAMSUN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-020,65,2022-08-26,,
Ameliyat_Masasi,YURTDIŞI,2022/197,2022-06-29,WHİTE SHIP,IRAK,IRAK,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-022,2,2022-07-01,,
Ameliyat_Masasi,YURTDIŞI,2022/198,2022-06-29,PAKİSTAN,PAKİSTAN,PAKİSTAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-023,2,2022-07-01,,
Ameliyat_Masasi,YURTDIŞI,2022/199,2022-05-27,IRAK,IRAK,IRAK,GOLDBERG 4S,AMELİYAT MASASI,,2022/02-009,3,2022-05-30,,
Ameliyat_Masasi,DMO,2022/235,2022-05-13,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN 19 MAYIS İLÇE DEVLET HASTANESİ,SAMSUN,ERM2000F,AMELİYAT MASASI,,2022/02-007,60,2022-07-12,,
Ameliyat_Masasi,DMO,2022/246,2022-06-06,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,HATAY İL SAĞLIK MÜDÜRLÜĞÜ -ARSUZ DEVLET HASTANESİ,HATAY,ERM2000F,AMELİYAT MASASI,,2022/02-010,65,2022-08-10,,
Ameliyat_Masasi,DMO,2022/272,2022-06-06,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,HATAY İL SAĞLIK MÜDÜRLÜĞÜ -ARSUZ DEVLET HASTANESİ,HATAY,ERM2000F,AMELİYAT MASASI,,2022/02-011,65,2022-08-10,,
Ameliyat_Masasi,DMO,2022/273,2022-06-06,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,HATAY İL SAĞLIK MÜDÜRLÜĞÜ -ARSUZ DEVLET HASTANESİ,HATAY,ERM2000F,AMELİYAT MASASI,,2022/02-012,65,2022-08-10,,
Ameliyat_Masasi,DMO,2022/304,2022-08-25,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,MEHMET AKİF ERSOY ÜNİVERSİTESİ İDARİ VE MALİ İŞLER MÜDÜRLÜĞÜ,BURDUR,ERM2000F,AMELİYAT MASASI,,2022/02-035,65,2022-10-29,,
Ameliyat_Masasi,DMO,2022/305,2022-08-04,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA SİNCAN AĞIZVE DİŞ SAĞLIĞI MERKEZİ,ANKARA,ERM2000F,AMELİYAT MASASI,,2022/02-024,60,2022-10-03,,
Ameliyat_Masasi,YURTDIŞI,2022/131,2022-08-10,PAKİSTAN,PAKİSTAN,PAKİSTAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-013,60,2022-10-09,,
Ameliyat_Masasi,YURTDIŞI,2022/133,2022-08-10,PAKİSTAN,PAKİSTAN,PAKİSTAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-014,60,2022-10-09,,
Ameliyat_Masasi,YURTDIŞI,2022/310,2022-11-03,CASABLANCA -FAS,FAS,FAS,GOLDBERG 3S,AMELİYAT MASASI,,2022/02-043,27,2022-11-30,,
Ameliyat_Masasi,ÖZEL,2022/311,2022-11-16,MARKAMET SAĞLIK ÜRÜNLERİ SAN. TİC. LTD. ŞTİ.,MARKAMET SAĞLIK ÜRÜNLERİ - TORBALI DEVLET HASTANESİ,İZMİR,GOLDBERG 3 S,AMELİYAT MASASI,,2022/02-046,30,2022-12-16,,
Ameliyat_Masasi,ÖZEL,2022/312,2022-10-24,GENÇAY TIBBİ -MEDİKAL KIRTASİYE ÜRÜNLERİ -MURAT GENÇAY,GENÇAY TIBBİ -MEDİKAL KIRTASİYE ÜRÜNLERİ -MURAT GENÇAY,MERSİN,ERM2000F,AMELİYAT MASASI,,2022/02-044,30,2022-11-23,,
Ameliyat_Masasi,ÖZEL,2022/315,2022-08-11,ÖZEL YAŞAM HASTANESİ,ÇANKAYA ÖZEL YAŞAM HASTANESİ,ANKARA,ERM2000F,AMELİYAT MASASI,,2022/02-027,0,2022-08-11,,
Ameliyat_Masasi,YURTDIŞI,2022/319,2022-08-17,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-028,22,2022-09-08,,
Ameliyat_Masasi,YURTDIŞI,2022/320,2022-08-17,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-029,22,2022-09-08,,
Ameliyat_Masasi,YURTDIŞI,2022/321,2022-08-17,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-030,22,2022-09-08,,
Ameliyat_Masasi,YURTDIŞI,2022/322,2022-08-17,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-031,22,2022-09-08,,
Ameliyat_Masasi,YURTDIŞI,2022/323,2022-08-17,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-032,22,2022-09-08,,
Ameliyat_Masasi,YURTDIŞI,2022/324,2022-08-17,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-033,22,2022-09-08,,
Ameliyat_Masasi,YURTDIŞI,2022/414,2022-08-17,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-034,22,2022-09-08,,
Ameliyat_Masasi,DMO,2022/333,2022-09-30,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN BAFRA AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,SAMSUN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-036,60,2022-11-29,,
Ameliyat_Masasi,YURTDIŞI,2022/387,2022-10-10,IRAK,IRAK AL AZHAR HASTANESİ,IRAK,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-037,14,2022-10-24,,
Ameliyat_Masasi,YURTDIŞI,2022/393,2022-10-13,LÜBNAN,LÜBNAN,LÜBNAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-038,5,2022-10-18,,
Ameliyat_Masasi,DMO,2022/410,2022-11-04,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL ÇAPA TIP FAKÜLTESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-040,65,2023-01-08,,
Ameliyat_Masasi,DMO,2022/411,2022-11-04,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL ÇAPA TIP FAKÜLTESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-041,65,2023-01-08,,
Ameliyat_Masasi,YURTDIŞI,2022/451,2022-11-03,CASABLANCA -FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-042,27,2022-11-30,,
Ameliyat_Masasi,ÖZEL,2022/458,2022-11-11,ÖZEL FLORYA HASTANESİ,ÖZEL FLORYA HASTANESİ,İSTANBUL,GOLDBERG 5S  - OBEZ UYUMLU,AMELİYAT MASASI,,2022/02-045,19,2022-11-30,,
Ameliyat_Masasi,ÖZEL,2022/462,2023-01-16,BAYPARK HASTANESİ,BAYPARK HASTANESİ,İSTANBUL,GOLDBERG 5S  - OBEZ UYUMLU,AMELİYAT MASASI,,2023/02-001,,2023-02-06,,
Ameliyat_Masasi,YURTDIŞI,2022/502,2023-01-18,BRONCAMED,CASABLANCA FAS,FAS,GOLDBERG 3 S,AMELİYAT MASASI,,2023/02-002,,2023-01-31,,
Ameliyat_Masasi,DMO,2022/504,2023-03-28,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,MEHMET AKİF ERSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,BURDUR,ERM 2000 F,AMELİYAT MASASI,,2023/02-004,65 GÜN,2023-06-01,,
Ameliyat_Masasi,DMO,2022/505,2023-03-28,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,MEHMET AKİF ERSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,BURDUR,ERM 2000 F,AMELİYAT MASASI,,2023/02-005,65 GÜN,2023-06-01,,
Ameliyat_Masasi,DMO,2022/506,2023-05-02,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,KONYA YUNAK HACI İZZET BAYSAL İLÇE DEVLET HASTANESİ,KONYA,ERM 2000 F,AMELİYAT MASASI,,2023/02-010,60 GÜN,2023-07-01,,
Ameliyat_Masasi,DMO,2022/507,2023-05-08,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,,2023/02-020,65 GÜN,2023-07-12,,
Ameliyat_Masasi,DMO,2023/101,2023-03-31,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,TRAKYA ÜNİVERSİTESİ,EDİRNE,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-006,,2023-06-04,,
Ameliyat_Masasi,ÖZEL,2023/132,2023-02-16,ALYANS MEDİKAL,AZERBAYCAN,AZERBAYCAN,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-003,,2023-02-28,,
Ameliyat_Masasi,DMO,2023/140,2023-03-31,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,TRAKYA ÜNİVERSİTESİ,EDİRNE,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-007,,2023-06-04,,
Ameliyat_Masasi,DMO,2023/141,2023-03-31,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,TRAKYA ÜNİVERSİTESİ,EDİRNE,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-008,,2023-06-04,,
Ameliyat_Masasi,ÖZEL,2023/162,2023-04-26,ÖZEL YÜZÜNCÜYIL HASTANESİ,ÖZEL YÜZÜNCÜYIL HASTANESİ,ANKARA,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-009,,2023-04-26,,
Ameliyat_Masasi,2024 YILINA AKTARILDI,2023/163,2023-04-26,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
Ameliyat_Masasi,2024 YILINA AKTARILDI,2023/164,2023-04-26,2024 YILINA AKTARILDI,2024 YILINA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 4 S,AMELİYAT MASASI,,,,,,
Ameliyat_Masasi,2024 YILINA AKTARILDI,2023/173,2023-05-02,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-011,70 GÜN,2023-07-11,,
Ameliyat_Masasi,2024 YILINA AKTARILDI,2023/174,2023-05-02,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),2024 YILINA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-012,70 GÜN,2023-07-11,,
Ameliyat_Masasi,DMO,2023/175,2023-05-02,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-013,70 GÜN,2023-07-11,,
Ameliyat_Masasi,DMO,2023/176,2023-05-02,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-014,70 GÜN,2023-07-11,,
Ameliyat_Masasi,DMO,2023/177,2023-05-02,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-015,70 GÜN,2023-07-11,,
Ameliyat_Masasi,DMO,2023/178,2023-05-02,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-016,70 GÜN,2023-07-11,,
Ameliyat_Masasi,DMO,2023/179,2023-05-02,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-017,70 GÜN,2023-07-11,,
Ameliyat_Masasi,DMO,2023/180,2023-05-02,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-018,70 GÜN,2023-07-11,,
Ameliyat_Masasi,DMO,2023/181,2023-05-02,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-019,70 GÜN,2023-07-11,,
Ameliyat_Masasi,DMO,2023/182,2023-05-08,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,,2023/02-021,65 GÜN,2023-07-12,,
