kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,siparisin_durumu,irsaliye_tarihi
yikama,ÖZEL,2022/087,2021-09-07,ŞAFAK DİŞ DEPOSU,KENT ÜNİVERSİTESİ,İSTANBUL,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-008,-44446,,,
yikama,DMO,2021/193,2022-03-25,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,KOCAELİ ÜNİVERSİTESİ UYGULAMA VE ARAŞTIRMA HASTANESİ,KOCAELİ,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2021/05-052,60,2022-05-24,,
yikama,DMO,2022/084,2022-03-31,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,MANİSA İL SAĞLIK MÜDÜRLÜĞÜ,MANİSA,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-004,60,2022-05-30,,
yikama,YURTDIŞI,2022/089,2022-04-13,KONGO ,KONGO -FABRİKA,KONGO ,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-012,21,2022-05-04,,
yikama,YURTDIŞI,2022/090,2022-04-13,KONGO ,KONGO -FABRİKA,KONGO ,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-013,21,2022-05-04,,
yikama,DMO,2022/258,2022-05-13,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,UŞAK SİVASLI İLÇE DEVLET HASTANESİ,UŞAK,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-057,60,2022-07-12,,
yikama,DMO,2022/092,2022-05-20,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR İL SAĞLIK MÜDÜRLÜĞÜ,İZMİR,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-019,65,2022-07-24,,
yikama,DMO,2021/312,2022-01-18,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,ŞİŞLİ HAMİDİYE EFTAL EĞİTİM VE ARAŞTIRMA HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2021/05-065,64,2022-03-23,,
yikama,DMO,2022/095,2022-01-31,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,ŞİŞLİ HAMİDİYE EFTAL EĞİTİM VE ARAŞTIRMA HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-002,51,2022-03-23,,
yikama,DMO,2022/096,2022-01-06,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,ŞİŞLİ HAMİDİYE EFTAL EĞİTİM VE ARAŞTIRMA HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-005,77,2022-03-24,,
yikama,DMO,2022/097,2022-06-22,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,GAZİ ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA MERKEZİ,ANKARA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-031,60,2022-08-21,,
yikama,DMO,2022/098,2022-04-29,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR EĞİTİM DİŞ HASTANESİ,İZMİR,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-017,60,2022-06-28,,
yikama,DMO,2022/099,2022-07-18,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,METİN SABANCI BALTA LİMANI KEMİK HASTALIKLARI EĞİTİM VE ARAŞTIRMA HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-010,65,2022-09-21,,
yikama,İHALE,2022/100,2022-04-08,BAHÇEŞEHİR ÜNİVERSİTESİ,BAHÇEŞEHİR ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,İSTANBUL,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-011,42,2022-05-20,,
yikama,DMO,2022/094,2022-01-31,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,ŞİŞLİ HAMİDİYE EFTAL EĞİTİM VE ARAŞTIRMA HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-001,42,2022-03-14,,
yikama,DMO,2022/205,2022-04-13,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,MUĞLA İLSAĞLIK MÜDÜRLÜĞÜ- BODRUM DEVLET HASTANESİ,MUĞLA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-014,65,2022-06-17,,
yikama,DMO,DEĞİŞİM,2022-04-16,SİLİVRİ DEVLET HASTANESİ,SİLİVRİ DEVLET HASTANESİ,SİLİVRİ,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-015,2,2022-04-18,,
yikama,DMO,2022/206,2022-04-20,DMO MERSİN İRTİBAT BÜROSU,NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,NEVŞEHİR,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-016,65,2022-06-24,,
yikama,DMO,2022/378,2022-06-07,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA SİNCAN DR. NAFİZ KÖREZ DEVLET HASTANESİ,ANKARA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-069,60,2022-08-06,,
yikama,DMO,2022/212,2022-05-24,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN BAFRA AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,SAMSUN,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-025,65,2022-07-28,,
yikama,DMO,2022/213,2022-05-24,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN BAFRA AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,SAMSUN,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-026,65,2022-07-28,,
yikama,DMO,2022/207,2022-05-25,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN İL SAĞLIK MÜDÜRLÜĞÜ,SAMSUN,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-029,65,2022-07-29,,
yikama,DMO,2022/211,2022-07-18,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,METİN SABANCI BALTA LİMANI KEMİK HASTALIKLARI EĞİTİM VE ARAŞTIRMA HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-024,65,2022-09-21,,
yikama,DMO,2022/208,2022-06-01,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,PROF. DR. CEMİL TAŞCIOĞLU ŞEHİR HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-021,65,2022-08-05,,
yikama,DMO,2022/209,2022-06-01,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,PROF. DR. CEMİL TAŞCIOĞLU ŞEHİR HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-022,65,2022-08-05,,
yikama,DMO,2022/214,2022-05-27,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL TAKSİM EĞİTİM VE ARAŞTRIMA HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-033,65,2022-07-31,,
yikama,İHALE,2022/215,2022-04-08,BAHÇEŞEHİR ÜNİVERSİTESİ,BAHÇEŞEHİR ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,İSTANBUL,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-034,42,2022-05-20,,
yikama,ÖZEL,2022/216,2022-07-19,TEKEN ELEKTRİK ENERJİ ÜRETİM İNŞAAT TİCARET A. Ş.,MERSİN ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,MERSİN,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-037,30,2022-08-18,,
yikama,ÖZEL,2022/217,2022-07-19,TEKEN ELEKTRİK ENERJİ ÜRETİM İNŞAAT TİCARET A. Ş.,MERSİN ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,MERSİN,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-038,30,2022-08-18,,
yikama,DMO,2022/218,2022-08-01,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,KAHRAMANMARAŞ İL SAĞLIK MÜDÜRLÜĞÜ (NECİP FAZIL ŞEHİR HASTANESİ),KAHRAMANMARAŞ,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-039,60,2022-09-30,,
yikama,DMO,2022/219,2022-08-03,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,KAHRAMANMARAŞ İL SAĞLIK MÜDÜRLÜĞÜ (NECİP FAZIL ŞEHİR HASTANESİ),KAHRAMANMARAŞ,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-040,65,2022-10-07,,
yikama,DMO,2022/220,2022-08-03,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,KAHRAMANMARAŞ İL SAĞLIK MÜDÜRLÜĞÜ (NECİP FAZIL ŞEHİR HASTANESİ),KAHRAMANMARAŞ,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-041,65,2022-10-07,,
yikama,DMO,2022/221,2022-08-19,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,PROF. DR. CEMİL TAŞCIOĞLU ŞEHİR HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-042,65,2022-10-23,,
yikama,DMO,2022/222,2022-10-04,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,PROF. DR. CEMİL TAŞCIOĞLU ŞEHİR HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-043,65,2022-12-08,,
yikama,DMO,2022/371,2022-08-25,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,MEHMET AKİF ERSOY ÜNİVERSİTESİ İDARİ VE MALİ İŞLER MÜDÜRLÜĞÜ,BURDUR,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-058,35,2022-09-29,,
yikama,DMO,2022/224,2022-09-16,DMO DİYARBAKIR İRTİBAT BÜROSU,MARDİN İL SAĞLIK MÜDÜRLÜĞÜ,MARDİN,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-046,65,2022-11-20,,
yikama,DMO,2022/244,2022-06-03,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,KÜTAHYA İL SAĞLIK MÜDÜRLÜĞÜ -AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,KÜTAHYA,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-027,65,2022-08-07,,
yikama,DMO,2022/247,2022-06-06,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,HATAY İL SAĞLIK MÜDÜRLÜĞÜ- ARSUZ DEVLET HASTANESİ,HATAY,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-028,65,2022-08-10,,
yikama,DMO,2022/248,2022-06-08,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,ÇANAKKALE İL SAĞLIK MÜDÜRLÜĞÜ -BİGA ADSM,ÇANAKKALE,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-030,65,2022-08-12,,
yikama,DMO,2022/093,2022-06-27,DMO DİYARBAKIR İRTİBAT BÜROSU,ŞIRNAK İL SAĞLIK MÜDÜRLÜĞÜ,ŞIRNAK,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-020,65,2022-08-31,,
yikama,İHALE,2022/251,2022-07-18,HARRAN ÜNİVERSİTESİ,HARRAN ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,ŞANLIURFA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-035,60,2022-09-16,,
yikama,İHALE,2022/252,2022-07-18,HARRAN ÜNİVERSİTESİ,HARRAN ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,ŞANLIURFA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-036,60,2022-09-16,,
yikama,DMO,2022/250,2022-08-15,DMO MERSİN İRTİBAT BÜROSU,AKSARAY ÜNİVERSİTESİ REKTÖRLÜĞÜ İDARİ VE MALİ İŞLER DAİRE BAŞKANLIĞI,AKSARAY,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-032,65,2022-10-19,,
yikama,DMO,2022/254,2022-09-20,DMO DİYARBAKIR İRTİBAT BÜROSU,ŞIRNAK İL SAĞLIK MÜDÜRLÜĞÜ,ŞIRNAK,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-048,65,2022-11-24,,
yikama,DMO,2022/255,2022-09-20,DMO DİYARBAKIR İRTİBAT BÜROSU,ŞIRNAK İL SAĞLIK MÜDÜRLÜĞÜ,ŞIRNAK,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-049,65,2022-11-24,,
yikama,DMO,2022/256,2022-10-11,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,MUĞLA İL SAĞLIK MÜDÜRLÜĞÜ-SEYDİKEMER DEVLET HASTANESİ,MUĞLA,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-055,65,2022-12-15,,
yikama,DMO,2022/257,2022-10-14,DMO VAN İRTİBAT BÜROSU,VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ DURSUN ODABAŞ TIP MERKEZİ HASTANESİ,VAN,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-056,60,2022-12-13,,
yikama,ÖZEL,2022/253,2022-10-20,MERT ÖZEL SAĞLIK HİZMETLERİ LTD. ŞTİ.,MERT ÖZEL SAĞLIK HİZMETLERİ LTD. ŞTİ.,ANTALYA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-044,10,2022-10-30,,
yikama,DMO,2022/259,2022-11-08,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,SAMSUN,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-065,60,2023-01-07,,
yikama,İHALE,2022/260,2022-11-25,ALANYA AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ALANYA AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ANTALYA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-066,45,2023-01-09,,
yikama,DMO,2022/261,2022-11-10,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,KIRŞEHİR İL SAĞLIK MÜDÜRLÜĞÜ-MUCUR DEVLET HASTANESİ,KIRŞEHİR,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-067,65,2023-01-14,,
yikama,İHALE,2022/262,2022-01-05,ADANA İL SAĞLIK MÜDÜRLÜĞÜ,ADANA İL SAĞLIK MÜDÜRLÜĞÜ (GÜNEY SEYHAN DEVLET HASTANESİ),ADANA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2022/05-073,29,2022-02-03,,
yikama,DMO,2022/359,2022-09-16,DMO DİYARBAKIR İRTİBAT BÜROSU,MARDİN İL SAĞLIK MÜDÜRLÜĞÜ,MARDİN,TSY 360 ,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-047,65,2022-11-20,,
yikama,DMO,2022/366,2022-09-28,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL İL SAĞLIK MÜDÜRLÜĞÜ -HASEKİ EAH,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-050,65,2022-12-02,,
yikama,DMO,2022/367,2022-09-28,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL İL SAĞLIK MÜDÜRLÜĞÜ -HASEKİ EAH,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-051,65,2022-12-02,,
yikama,DMO,2022/368,2022-09-30,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA SİNCAN DR. NAFİZ KÖREZ DEVLET HASTANESİ,ANKARA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-052,65,2022-12-04,,
yikama,DMO,2022/369,2022-10-10,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ GÜLHANE DİŞ HEKİMLİĞİ FAKÜLTESİ,ANKARA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-053,61,2022-12-10,,
yikama,DMO,2022/370,2022-10-10,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ GÜLHANE DİŞ HEKİMLİĞİ FAKÜLTESİ,ANKARA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-054,61,2022-12-10,,
yikama,DMO,2022/223,2022-10-24,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,PROF. DR. CEMİL TAŞCIOĞLU ŞEHİR HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-045,60,2022-12-23,,
yikama,YURTDIŞI,2022/372,2022-10-25,CEZAYİR,CEZAYİR,CEZAYİR,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-059,25,2022-11-19,,
yikama,DMO,2022/373,2022-10-26,DMO VAN İRTİBAT BÜROSU,VAN İL SAĞLIK MÜDÜRLÜĞÜ -VAN ERCİŞ ADSM,VAN,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-060,65,2022-12-30,,
yikama,DMO,2022/374,2022-11-07,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL İL SAĞLIK MÜDÜRLÜĞÜ -HASEKİ EAH,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-062,65,2023-01-11,,
yikama,DMO,2022/375,2022-11-07,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL İL SAĞLIK MÜDÜRLÜĞÜ -HASEKİ EAH,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-063,65,2023-01-11,,
yikama,DMO,2022/376,2022-11-07,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA SİNCAN DR. NAFİZ KÖREZ DEVLET HASTANESİ,ANKARA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-064,65,2023-01-11,,
yikama,İHALE,2022/377,2022-11-11,PAŞA DENTAL TIBBİ CİHAZLAR MALZEME SAN VE TİC. A.Ş.,BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,BİLECİK,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-068,28,2022-12-09,,
yikama,DMO,2022/210,2022-11-17,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,KONYA NECMETTİN ERBAKAN ÜNİVERSİTESİ MEARM TIP FAKÜLTESİ HASTANESİ ,KONYA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-023,65,2023-01-21,,
yikama,DMO,2022/379,2022-11-18,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,BURDUR İL SAĞLIK MÜDÜRLÜĞÜ -BURDUR DEVLET HASTANESİ,BURDUR,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-070,65,2023-01-22,,
yikama,DMO,2022/380,2022-11-18,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,BURDUR İL SAĞLIK MÜDÜRLÜĞÜ -BURDUR DEVLET HASTANESİ,BURDUR,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-071,65,2023-01-22,,
yikama,DMO,2022/381,2022-11-18,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,BURDUR İL SAĞLIK MÜDÜRLÜĞÜ -BURDUR DEVLET HASTANESİ,BURDUR,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-072,65,2023-01-22,,
yikama,DMO,2022/382,2022-12-08,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR ALSANCAK NEVVAR SALİH İŞGÖREN DEVLET HASTANESİ,İZMİR,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-074,65,2023-02-11,,
yikama,ÖZEL,2022/383,2022-12-14,ÖZEL DENİPOL HASTANESİ,ÖZEL DENİPOL HASTANESİ,DENİZLİ,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-075,31,2023-01-14,,
yikama,YURTDIŞI,2022/384,2022-12-16,LÜBNAN,LÜBNAN,LÜBNAN,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,360 LT,2022/05-076,20,2023-01-05,,
yikama,ÖZEL,2021/415,2022-11-02,ESNAN AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ESNAN AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,İSTANBUL,GY 225,225 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,225 LT,2022/05-061,60,2023-01-01,,
yikama,YURTDIŞI,2022/013,2022-12-24,LİBYA,LİBYA,LİBYA,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-001,65 GÜN,2023-01-09 00:00:00,,
yikama,DMO,2023/053,2023-01-12,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN 19 MAYIS ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,SAMSUN,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-002,65 GÜN,2023-03-18 00:00:00,,
yikama,DMO,2022/263,2023-03-16,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,ARTVİN AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ARTVİN,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2023/05-003,65 GÜN,2023-05-20 00:00:00,,
yikama,DMO,2022/264,2023-01-26,DMO ERZURUM İRTİBAT BÜROSU,AĞRI İL ÖZEL İDARESİ (AĞRI TAŞLIÇAY DEVLET HASTANESİ),AĞRI,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2023/05-004,65 GÜN,2023-04-01 00:00:00,,
yikama,DMO,2022/265,2023-01-26,DMO ERZURUM İRTİBAT BÜROSU,AĞRI İL ÖZEL İDARESİ (DOĞU BEYAZIT ADSM),AĞRI,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2023/05-005,65 GÜN,2023-04-01 00:00:00,,
yikama,ÖZEL,2022/266,2023-01-31,KOL İNŞAAT TİCARET SAN. VE TURİZM LTD. ŞTİ.,AMASYA ÖZEL ATAŞEHİR HASTANESİ,AMASYA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2023/05-006,65 GÜN,2023-03-02 00:00:00,,
yikama,DMO,2022/267,2023-02-10,DMO VAN İRTİBAT BÜROSU,VAN EĞİTİM VE ARAŞTIRMA HASTANESİ,VAN,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2023/05-007,60 GÜN,2023-04-11 00:00:00,,
yikama,DMO,2022/268,2023-02-10,DMO ERZURUM İRTİBAT BÜROSU,AĞRI İL SAĞLIK MÜDÜRLÜĞÜ (AĞRI ADSM),AĞRI,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2023/05-008,60 GÜN,2023-04-11 00:00:00,,
yikama,YURTDIŞI,2022/269,2023-02-15,GET SARL,BENİN,BENİN,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2023/05-009,65 GÜN,2023-03-07 00:00:00,,
