kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,siparis_durumu,irsaliye_tarihi
AMELIYAT MASASI,ÖZEL,2021/026,5/3/2021,NBA GÜVEN TIP MERKEZİ,NBA GÜVEN TIP MERKEZİ,ANKARA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-019,1,5/4/2021,,
AMELIYAT MASASI,YURTDIŞI,2021/027,9/10/2021,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-028,3,9/13/2021,,
AMELIYAT MASASI,STOK,2021/028,2/11/2021,STOK,STOK,STOK,GOLDBERG 5S,AMELİYAT MASASI,*,,,,,
AMELIYAT MASASI,YURTDIŞI,2021/029,9/10/2021,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-026,3,9/13/2021,,
AMELIYAT MASASI,DMO,2021/030,5/18/2021,DMO VAN BÖLGE MÜDÜRLÜĞÜ,DERECİK DEVLET HASTANESİ,HAKKARİ,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-020,64,7/21/2021,,
AMELIYAT MASASI,DMO,2021/031,11/4/2021,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BALIKESİR ÜNİVERSİTESİ SAĞLIK UYGULAMA ARAŞTIRMA HASTANESŞ,BALIKESİR,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-057,59,1/2/2022,,
AMELIYAT MASASI,YURTDIŞI,2021/032,11/16/2021,PERU,PERU,PERU,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-058,8,11/24/2021,,
AMELIYAT MASASI,ÖZEL,2021/033,6/17/2021,HATTAT SAĞLIK HİZMETLERİ,ETHİCA İNCİRLİ HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-021,2,6/19/2021,,
AMELIYAT MASASI,DMO,2020/241,2/12/2021,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-009,37,3/21/2021,,
AMELIYAT MASASI,DMO,2020/356,2/12/2021,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-011,37,3/21/2021,,
AMELIYAT MASASI,DMO,2020/363,2/12/2021,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-012,37,3/21/2021,,
AMELIYAT MASASI,DMO,2020/093,4/16/2021,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,BERGAMA DEVLET HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,*,2020/02-047,26,5/12/2021,,
AMELIYAT MASASI,ÖZEL,2021/063,9/21/2021,RADON TIBBİ MALZEMELER,AMERİKAN HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-036,0,9/21/2021,,
AMELIYAT MASASI,ÖZEL,2021/064,9/14/2021,JİNEMED HASTANESİ,JİNEMED HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-037,30,10/14/2021,,
AMELIYAT MASASI,YURTDIŞI,2021/065,9/10/2021,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-027,3,9/13/2021,,
AMELIYAT MASASI,DMO,2021/066,9/24/2021,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-039,69,12/2/2021,,
AMELIYAT MASASI,ÖZEL,2021/067,9/29/2021,İNCİRLİ SAĞLIK VE SOSYAL TESİSLERİ A.Ş.,İNCİRLİ SAĞLIK VE SOSYAL TESİSLERİ A.Ş.,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-048,31,10/30/2021,,
AMELIYAT MASASI,ÖZEL,2021/068,10/20/2021,MOBİL AMBULANS,MOBİL AMBULANS,ANKARA,GOLDBERG 3S,AMELİYAT MASASI,*,2021/02-049,31,11/20/2021,,
AMELIYAT MASASI,YURTDIŞI,2021/069,9/10/2021,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 4S,AMELİYAT MASASI,*,2021/02-030,3,9/13/2021,,
AMELIYAT MASASI,STOK,2021/070,3/10/2021,STOK,STOK,STOK,GOLDBERG 5S,AMELİYAT MASASI,OBEZ,,,,,
AMELIYAT MASASI,STOK,2021/071,3/10/2021,STOK,STOK,STOK,GOLDBERG 4S,AMELİYAT MASASI,*,,,,,
AMELIYAT MASASI,DMO,2020/098,4/6/2021,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,CEYLANPINAR DEVLET HASTANESİ,GAZİANTEP,ERM 2000 F,AMELİYAT MASASI,*,2021/02-016,64,6/9/2021,,
AMELIYAT MASASI,DMO,2020/134,4/6/2021,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,CEYLANPINAR DEVLET HASTANESİ,GAZİANTEP,ERM 2000 F,AMELİYAT MASASI,*,2021/02-017,64,6/9/2021,,
AMELIYAT MASASI,YURTDIŞI,2021/148,9/10/2021,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-029,3,9/13/2021,,
AMELIYAT MASASI,DMO,2021/149,9/24/2021,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-040,69,12/2/2021,,
AMELIYAT MASASI,DMO,2021/150,9/24/2021,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-041,69,12/2/2021,,
AMELIYAT MASASI,DMO,2021/151,4/8/2021,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-042,238,12/2/2021,,
AMELIYAT MASASI,DMO,2021/152,4/8/2021,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-043,238,12/2/2021,,
AMELIYAT MASASI,DMO,2021/153,4/8/2021,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-044,238,12/2/2021,,
AMELIYAT MASASI,DMO,2021/154,4/8/2021,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-045,238,12/2/2021,,
AMELIYAT MASASI,DMO,2021/155,4/8/2021,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-046,238,12/2/2021,,
AMELIYAT MASASI,DMO,2021/156,4/8/2021,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-047,238,12/2/2021,,
AMELIYAT MASASI,YURTDIŞI,2021/157,9/10/2021,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 4S,AMELİYAT MASASI,*,2021/02-031,3,9/13/2021,,
AMELIYAT MASASI,YURTDIŞI,2021/158,9/10/2021,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 4S,AMELİYAT MASASI,*,2021/02-032,3,9/13/2021,,
AMELIYAT MASASI,STOK,2021/159,4/8/2021,2022 ye aktarıldı,STOK,STOK,GOLDBERG 4S,AMELİYAT MASASI,*,2022 ye aktarıldı,,,,
AMELIYAT MASASI,DEMO,2020/362,4/10/2021,ÖZEL BOSSAN HOSPİTAL,ÖZEL BOSSAN HOSPİTAL,GAZİANTEP,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-018,cihaz geri geldi.,4/10/2021,,
AMELIYAT MASASI,ÖZEL,2021/164,9/7/2021,ŞAFAK DİŞ DEPOSU,KENT ÜNİVERSİTESİ,İSTANBUL,STR 2000 F,AMELİYAT MASASI,*,2021/02-025,23,9/30/2021,,
AMELIYAT MASASI,YURTDIŞI,2021/262,7/27/2021,PAKİSTAN,PAKİSTAN,PAKİSTAN,STR 2000 F,AMELİYAT MASASI,*,2021/02-022,14,8/10/2021,,
AMELIYAT MASASI,YURTDIŞI,2021/263,7/27/2021,PAKİSTAN,PAKİSTAN,PAKİSTAN,STR 2000 F,AMELİYAT MASASI,*,2021/02-023,14,8/10/2021,,
AMELIYAT MASASI,ÖZEL,2020/038,7/30/2021,MEDDEM SAĞLIK HİZMETLERİ SAN.TİC.A.Ş.,ÖZEL ISPARTA ŞİFA HASTANESİ,ISPARTA,STR 2000 F,AMELİYAT MASASI,*,2021/02-024,7,8/6/2021,,
AMELIYAT MASASI,DMO,2021/331,9/8/2021,DMO GENEL MÜDÜRLÜĞÜ,ANKARA KEÇİÖREN EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-033,64,11/11/2021,,
AMELIYAT MASASI,DMO,2021/332,9/8/2021,DMO GENEL MÜDÜRLÜĞÜ,ANKARA KEÇİÖREN EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,ERM 2000 F,AMELİYAT MASASI,*,2021/02-034,64,11/11/2021,,
AMELIYAT MASASI,DMO,2021/333,9/8/2021,DMO GENEL MÜDÜRLÜĞÜ,ANKARA KEÇİÖREN EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,ERM 2000 F,AMELİYAT MASASI,*,2021/02-035,64,11/11/2021,,
AMELIYAT MASASI,DMO,2021/340,9/21/2021,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR FOÇA DEVLET HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,*,2021/02-038,59,11/19/2021,,
AMELIYAT MASASI,HİBE,2021/367,10/20/2021,BATTALGAZİ DEVLET HASTANESİ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-050,,10/21/2021,,
AMELIYAT MASASI,DMO,2021/010,11/1/2021,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-051,69,1/9/2022,,
AMELIYAT MASASI,DMO,2021/011,11/1/2021,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-052,69,1/9/2022,,
AMELIYAT MASASI,DMO,2021/012,11/1/2021,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-053,69,1/9/2022,,
AMELIYAT MASASI,DMO,2021/013,11/1/2021,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-054,69,1/9/2022,,
AMELIYAT MASASI,DMO,2021/014,11/1/2021,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-055,69,1/9/2022,,
AMELIYAT MASASI,DMO,2021/015,11/1/2021,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-056,69,1/9/2022,,
AMELIYAT MASASI,DMO,2021/437,11/22/2021,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,ADANA AÇIK CEZA İNFAZ KURUMU,ADANA,ERM 2000 F,AMELİYAT MASASI,*,2021/02-059,59,1/20/2022,,
AMELIYAT MASASI,DMO,2021/454,12/9/2021,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,TARSUS DEVLET HASTANESİ,MERSİN,ERM 2000 F,AMELİYAT MASASI,*,2021/02-060,64,2/11/2022,,
AMELIYAT MASASI,DMO,2021/455,12/9/2021,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,TARSUS DEVLET HASTANESİ,MERSİN,ERM 2000 F,AMELİYAT MASASI,*,2021/02-061,64,2/11/2022,,
AMELIYAT MASASI,2022 DE SATIŞ OLDU,2021/456,12/9/2021,2022 DE SATIŞ OLDU,2022 DE SATIŞ OLDU,2022 DE SATIŞ OLDU,2000 F ,AMELİYAT MASASI,*,,,,,
AMELIYAT MASASI,YURTDIŞI,2021/159,1/24/2023,ROMANYA - NICU,ROMANYA,ROMANYA,GOLDBERG 4S,AMELİYAT MASASI,*,2022/02-039,33,2/26/2023,,
AMELIYAT MASASI,YURTDIŞI,2021/456,1/13/2022,MD ROM,MD ROM,MOLDOVA,STR 2000 F,AMELİYAT MASASI,,2022/02-001,10,1/23/2022,,
AMELIYAT MASASI,ÖZEL,2022/116,2/3/2022,SIEMENS HEALTHCARE SAĞLIK A.Ş.,SIEMENS HEALTHCARE SAĞLIK A.Ş.,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-002,30,3/5/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/127,5/18/2022,SMART MED,LİBYA,LİBYA,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-008,30,6/17/2022,,
AMELIYAT MASASI,ÖZEL,2022/130,4/7/2022,ER TIBBİ CİHAZLAR,ORDU EAH,ORDU,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-003,30,5/7/2022,,
AMELIYAT MASASI,DMO,2022/129,6/8/2022,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,MALATYA  İL SAĞLIK MÜDÜRLÜĞÜ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-010,60,8/7/2022,,
AMELIYAT MASASI,DMO,2022/128,3/4/2022,DMO,SAMANDAĞ DEVLET HASTANESİ,HATAY,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-004,60,5/3/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/306,6/14/2022,FİRSTAZMED,AZERBAYCAN,AZERBAYCAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-025,30,7/14/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/307,6/14/2022,FİRSTAZMED,AZERBAYCAN,AZERBAYCAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-026,17,7/1/2022,,
AMELIYAT MASASI,DMO,2022/134,4/8/2022,DMO,TRABZON S.B.Ü. AHİ EVRAN GÖĞÜS KALP VE DAMAR CERRAHİSİ EĞİTİM VE ARAŞTIRMA HASTANESİ,TRABZON,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-005,60,6/7/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/135,6/14/2022,FİRSTAZMED,AZERBAYCAN,AZERBAYCAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-015,17,7/1/2022,,
AMELIYAT MASASI,DMO,2022/136,6/22/2022,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,ONDOKUZMAYIS ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,SAMSUN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-006,65,8/26/2022,,
AMELIYAT MASASI,DMO,2022/191,6/22/2022,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,ONDOKUZMAYIS ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,SAMSUN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-016,65,8/26/2022,,
AMELIYAT MASASI,DMO,2022/192,6/22/2022,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,ONDOKUZMAYIS ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,SAMSUN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-017,65,8/26/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/193,9/13/2022,ROMANYA - NICU,ROMANYA,ROMANYA,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-018,9,9/22/2022,,
AMELIYAT MASASI,DMO,2022/194,6/22/2022,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,ONDOKUZMAYIS ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,SAMSUN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-019,65,8/26/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/195,6/29/2022,WHİTE SHIP,IRAK,IRAK,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-021,2,7/1/2022,,
AMELIYAT MASASI,DMO,2022/196,6/22/2022,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,ONDOKUZMAYIS ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,SAMSUN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-020,65,8/26/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/197,6/29/2022,WHİTE SHIP,IRAK,IRAK,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-022,2,7/1/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/198,6/29/2022,PAKİSTAN,PAKİSTAN,PAKİSTAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-023,2,7/1/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/199,5/27/2022,IRAK,IRAK,IRAK,GOLDBERG 4S,AMELİYAT MASASI,,2022/02-009,3,5/30/2022,,
AMELIYAT MASASI,DMO,2022/235,5/13/2022,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN 19 MAYIS İLÇE DEVLET HASTANESİ,SAMSUN,ERM2000F,AMELİYAT MASASI,,2022/02-007,60,7/12/2022,,
AMELIYAT MASASI,DMO,2022/246,6/6/2022,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,HATAY İL SAĞLIK MÜDÜRLÜĞÜ -ARSUZ DEVLET HASTANESİ,HATAY,ERM2000F,AMELİYAT MASASI,,2022/02-010,65,8/10/2022,,
AMELIYAT MASASI,DMO,2022/272,6/6/2022,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,HATAY İL SAĞLIK MÜDÜRLÜĞÜ -ARSUZ DEVLET HASTANESİ,HATAY,ERM2000F,AMELİYAT MASASI,,2022/02-011,65,8/10/2022,,
AMELIYAT MASASI,DMO,2022/273,6/6/2022,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,HATAY İL SAĞLIK MÜDÜRLÜĞÜ -ARSUZ DEVLET HASTANESİ,HATAY,ERM2000F,AMELİYAT MASASI,,2022/02-012,65,8/10/2022,,
AMELIYAT MASASI,DMO,2022/304,8/25/2022,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,MEHMET AKİF ERSOY ÜNİVERSİTESİ İDARİ VE MALİ İŞLER MÜDÜRLÜĞÜ,BURDUR,ERM2000F,AMELİYAT MASASI,,2022/02-035,65,10/29/2022,,
AMELIYAT MASASI,DMO,2022/305,8/4/2022,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA SİNCAN AĞIZVE DİŞ SAĞLIĞI MERKEZİ,ANKARA,ERM2000F,AMELİYAT MASASI,,2022/02-024,60,10/3/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/131,8/10/2022,PAKİSTAN,PAKİSTAN,PAKİSTAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-013,60,10/9/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/133,8/10/2022,PAKİSTAN,PAKİSTAN,PAKİSTAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-014,60,10/9/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/310,11/3/2022,CASABLANCA -FAS,FAS,FAS,GOLDBERG 3S,AMELİYAT MASASI,,2022/02-043,27,11/30/2022,,
AMELIYAT MASASI,ÖZEL,2022/311,11/16/2022,MARKAMET SAĞLIK ÜRÜNLERİ SAN. TİC. LTD. ŞTİ.,MARKAMET SAĞLIK ÜRÜNLERİ - TORBALI DEVLET HASTANESİ,İZMİR,GOLDBERG 3 S,AMELİYAT MASASI,,2022/02-046,30,12/16/2022,,
AMELIYAT MASASI,ÖZEL,2022/312,10/24/2022,GENÇAY TIBBİ -MEDİKAL KIRTASİYE ÜRÜNLERİ -MURAT GENÇAY,GENÇAY TIBBİ -MEDİKAL KIRTASİYE ÜRÜNLERİ -MURAT GENÇAY,MERSİN,ERM2000F,AMELİYAT MASASI,,2022/02-044,30,11/23/2022,,
AMELIYAT MASASI,ÖZEL,2022/315,8/11/2022,ÖZEL YAŞAM HASTANESİ,ÇANKAYA ÖZEL YAŞAM HASTANESİ,ANKARA,ERM2000F,AMELİYAT MASASI,,2022/02-027,0,8/11/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/319,8/17/2022,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-028,22,9/8/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/320,8/17/2022,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-029,22,9/8/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/321,8/17/2022,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-030,22,9/8/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/322,8/17/2022,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-031,22,9/8/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/323,8/17/2022,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-032,22,9/8/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/324,8/17/2022,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-033,22,9/8/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/414,8/17/2022,FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-034,22,9/8/2022,,
AMELIYAT MASASI,DMO,2022/333,9/30/2022,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN BAFRA AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,SAMSUN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-036,60,11/29/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/387,10/10/2022,IRAK,IRAK AL AZHAR HASTANESİ,IRAK,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-037,14,10/24/2022,,
AMELIYAT MASASI,YURTDIŞI,2022/393,10/13/2022,LÜBNAN,LÜBNAN,LÜBNAN,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-038,5,10/18/2022,,
AMELIYAT MASASI,DMO,2022/410,11/4/2022,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL ÇAPA TIP FAKÜLTESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-040,65,1/8/2023,,
AMELIYAT MASASI,DMO,2022/411,11/4/2022,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL ÇAPA TIP FAKÜLTESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-041,65,1/8/2023,,
AMELIYAT MASASI,YURTDIŞI,2022/451,11/3/2022,CASABLANCA -FAS,FAS,FAS,GOLDBERG 5S,AMELİYAT MASASI,,2022/02-042,27,11/30/2022,,
AMELIYAT MASASI,ÖZEL,2022/458,11/11/2022,ÖZEL FLORYA HASTANESİ,ÖZEL FLORYA HASTANESİ,İSTANBUL,GOLDBERG 5S  - OBEZ UYUMLU,AMELİYAT MASASI,,2022/02-045,19,11/30/2022,,
AMELIYAT MASASI,ÖZEL,2022/462,1/16/2023,BAYPARK HASTANESİ,BAYPARK HASTANESİ,İSTANBUL,GOLDBERG 5S  - OBEZ UYUMLU,AMELİYAT MASASI,,2023/02-001,,2/6/2023,,
AMELIYAT MASASI,YURTDIŞI,2022/502,1/18/2023,BRONCAMED,CASABLANCA FAS,FAS,GOLDBERG 3 S,AMELİYAT MASASI,,2023/02-002,,1/31/2023,,
AMELIYAT MASASI,DMO,2022/504,3/28/2023,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,MEHMET AKİF ERSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,BURDUR,ERM 2000 F,AMELİYAT MASASI,,2023/02-004,65 GÜN,6/1/2023,,
AMELIYAT MASASI,DMO,2022/505,3/28/2023,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,MEHMET AKİF ERSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,BURDUR,ERM 2000 F,AMELİYAT MASASI,,2023/02-005,65 GÜN,6/1/2023,,
AMELIYAT MASASI,DMO,2022/506,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,KONYA YUNAK HACI İZZET BAYSAL İLÇE DEVLET HASTANESİ,KONYA,ERM 2000 F,AMELİYAT MASASI,,2023/02-010,60 GÜN,7/1/2023,,
AMELIYAT MASASI,DMO,2022/507,5/8/2023,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,,2023/02-020,65 GÜN,7/12/2023,,
AMELIYAT MASASI,DMO,2023/101,3/31/2023,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,TRAKYA ÜNİVERSİTESİ,EDİRNE,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-006,,6/4/2023,,
AMELIYAT MASASI,ÖZEL,2023/132,2/16/2023,ALYANS MEDİKAL,AZERBAYCAN,AZERBAYCAN,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-003,,2/28/2023,,
AMELIYAT MASASI,DMO,2023/140,3/31/2023,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,TRAKYA ÜNİVERSİTESİ,EDİRNE,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-007,,6/4/2023,,
AMELIYAT MASASI,DMO,2023/141,3/31/2023,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,TRAKYA ÜNİVERSİTESİ,EDİRNE,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-008,,6/4/2023,,
